fare_id,origin_stop_id,destination_stop_id,origin_station_name,destination_station_name,origin_chart_label,destination_chart_label,token_fare,discounted_fare,currency,agency_id,effective_date,source_id
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,Chennai International Airport,Chennai International Airport,AIRPORT,AIRPORT,0.0,0.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_MEENAMBAKKAM,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_MEENAMBAKKAM,Chennai International Airport,Meenambakkam,AIRPORT,MEENAMBAKKAM,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_OTA_NANGANALLUR_ROAD,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_OTA_NANGANALLUR_ROAD,Chennai International Airport,OTA-Nanganallur Road,AIRPORT,NANGANALLUR ROAD,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ARIGNAR_ANNA_ALANDUR,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ARIGNAR_ANNA_ALANDUR,Chennai International Airport,Arignar Anna Alandur Metro,AIRPORT,ARIGNAR ANNA ALANDUR METRO,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_GUINDY,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_GUINDY,Chennai International Airport,Guindy,AIRPORT,GUINDY,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_LITTLE_MOUNT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_LITTLE_MOUNT,Chennai International Airport,Little Mount,AIRPORT,LITTLE MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_SAIDAPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_SAIDAPET,Chennai International Airport,Saidapet Metro,AIRPORT,SAIDAPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_NANDANAM,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_NANDANAM,Chennai International Airport,Nandanam,AIRPORT,NANDANAM,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_TEYNAMPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_TEYNAMPET,Chennai International Airport,Teynampet,AIRPORT,TEYNAMPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_AG___8211__DMS,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_AG___8211__DMS,Chennai International Airport,AG – DMS,AIRPORT,AG-DMS,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_THOUSAND_LIGHTS,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_THOUSAND_LIGHTS,Chennai International Airport,Thousand Lights,AIRPORT,THOUSAND LIGHTS,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_LIC,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_LIC,Chennai International Airport,LIC,AIRPORT,LIC,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_GOVERNMENT_ESTATE,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_GOVERNMENT_ESTATE,Chennai International Airport,Government Estate,AIRPORT,GOVERNMENT ESTATE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,Chennai International Airport,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,AIRPORT,PURATCHI THALAIVAR DR.M.G.RAMACHANDRAN CENTRAL METRO,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_HIGHCOURT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_HIGHCOURT,Chennai International Airport,Highcourt,AIRPORT,HIGH COURT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_MANNADI,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_MANNADI,Chennai International Airport,Mannadi,AIRPORT,MANNADI,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_WASHERMENPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_WASHERMENPET,Chennai International Airport,Washermenpet,AIRPORT,WASHERMENPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_SIR_THIYAGARAYA_COLLEGE,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_SIR_THIYAGARAYA_COLLEGE,Chennai International Airport,Sir Theagaraya College,AIRPORT,THYAGARAYA COLLEGE,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_TONDIARPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_TONDIARPET,Chennai International Airport,Tondiarpet,AIRPORT,TONDIARPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_NEW_WASHERMENPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_NEW_WASHERMENPET,Chennai International Airport,New Washermenpet,AIRPORT,NEW WASHERMENPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_TOLLGATE,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_TOLLGATE,Chennai International Airport,Tollgate,AIRPORT,TOLL GATE,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_KALADIPET,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_KALADIPET,Chennai International Airport,Kaladipet,AIRPORT,KALADIPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_THIRUVOTTRIYUR_THERADI,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_THIRUVOTTRIYUR_THERADI,Chennai International Airport,Thiruvottiyur Theradi,AIRPORT,THIRUVOTRIYUR THEREDI,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_THIRUVOTRIYUR,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_THIRUVOTRIYUR,Chennai International Airport,Thiruvottriyur,AIRPORT,THIRUVOTRIYUR,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_WIMCO_NAGAR_6738,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_WIMCO_NAGAR_6738,Chennai International Airport,Wimco Nagar,AIRPORT,WIMCO NAGAR,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_WIMCO_NAGAR,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_WIMCO_NAGAR,Chennai International Airport,Wimco Nagar Depot,AIRPORT,WIMCO NAGAR DEPOT,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_EKKATTUTHANGAL,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_EKKATTUTHANGAL,Chennai International Airport,Ekkattuthangal,AIRPORT,EKKATTUTHANGAL,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ASHOK_NAGAR,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ASHOK_NAGAR,Chennai International Airport,Ashok Nagar,AIRPORT,ASHOK NAGAR,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_VADAPALANI,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_VADAPALANI,Chennai International Airport,Vadapalani,AIRPORT,VADAPALANI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ARUMBAKKAM,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ARUMBAKKAM,Chennai International Airport,Arumbakkam,AIRPORT,ARUMBAKKAM,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,Chennai International Airport,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,AIRPORT,PURATCHI THALAIVI DR.J.JAYALALITHAA CMBT METRO,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_KOYAMBEDU,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_KOYAMBEDU,Chennai International Airport,Koyambedu,AIRPORT,KOYAMBEDU,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_THIRUMANGALAM,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_THIRUMANGALAM,Chennai International Airport,Thirumangalam,AIRPORT,THIRUMANGALAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ANNA_NAGAR_TOWER,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ANNA_NAGAR_TOWER,Chennai International Airport,Anna Nagar Tower,AIRPORT,ANNA NAGAR TOWER,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ANNA_NAGAR_EAST,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ANNA_NAGAR_EAST,Chennai International Airport,Anna Nagar East,AIRPORT,ANNA NAGAR EAST,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_SHENOY_NAGAR,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_SHENOY_NAGAR,Chennai International Airport,Shenoy Nagar,AIRPORT,SHENOY NAGAR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_PACHAIYAPPA_S_COLLEGE,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_PACHAIYAPPA_S_COLLEGE,Chennai International Airport,Pachaiyappa's College,AIRPORT,PACHIAPPAS COLLEGE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_KILPAUK,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_KILPAUK,Chennai International Airport,Kilpauk,AIRPORT,KILPAUK,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_NEHRU_PARK,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_NEHRU_PARK,Chennai International Airport,Nehru Park,AIRPORT,NEHRU PARK,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_EGMORE,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_EGMORE,Chennai International Airport,Egmore,AIRPORT,EGMORE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_CHENNAI_INTERNATIONAL_AIRPORT_TO_METRO_ST__THOMAS_MOUNT,METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_ST__THOMAS_MOUNT,Chennai International Airport,St. Thomas Mount,AIRPORT,ST. THOMAS MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_MEENAMBAKKAM,METRO_CHENNAI_INTERNATIONAL_AIRPORT,Meenambakkam,Chennai International Airport,MEENAMBAKKAM,AIRPORT,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_MEENAMBAKKAM,METRO_MEENAMBAKKAM,METRO_MEENAMBAKKAM,Meenambakkam,Meenambakkam,MEENAMBAKKAM,MEENAMBAKKAM,0.0,0.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_OTA_NANGANALLUR_ROAD,METRO_MEENAMBAKKAM,METRO_OTA_NANGANALLUR_ROAD,Meenambakkam,OTA-Nanganallur Road,MEENAMBAKKAM,NANGANALLUR ROAD,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ARIGNAR_ANNA_ALANDUR,METRO_MEENAMBAKKAM,METRO_ARIGNAR_ANNA_ALANDUR,Meenambakkam,Arignar Anna Alandur Metro,MEENAMBAKKAM,ARIGNAR ANNA ALANDUR METRO,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_GUINDY,METRO_MEENAMBAKKAM,METRO_GUINDY,Meenambakkam,Guindy,MEENAMBAKKAM,GUINDY,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_LITTLE_MOUNT,METRO_MEENAMBAKKAM,METRO_LITTLE_MOUNT,Meenambakkam,Little Mount,MEENAMBAKKAM,LITTLE MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_SAIDAPET,METRO_MEENAMBAKKAM,METRO_SAIDAPET,Meenambakkam,Saidapet Metro,MEENAMBAKKAM,SAIDAPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_NANDANAM,METRO_MEENAMBAKKAM,METRO_NANDANAM,Meenambakkam,Nandanam,MEENAMBAKKAM,NANDANAM,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_TEYNAMPET,METRO_MEENAMBAKKAM,METRO_TEYNAMPET,Meenambakkam,Teynampet,MEENAMBAKKAM,TEYNAMPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_AG___8211__DMS,METRO_MEENAMBAKKAM,METRO_AG___8211__DMS,Meenambakkam,AG – DMS,MEENAMBAKKAM,AG-DMS,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_THOUSAND_LIGHTS,METRO_MEENAMBAKKAM,METRO_THOUSAND_LIGHTS,Meenambakkam,Thousand Lights,MEENAMBAKKAM,THOUSAND LIGHTS,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_LIC,METRO_MEENAMBAKKAM,METRO_LIC,Meenambakkam,LIC,MEENAMBAKKAM,LIC,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_GOVERNMENT_ESTATE,METRO_MEENAMBAKKAM,METRO_GOVERNMENT_ESTATE,Meenambakkam,Government Estate,MEENAMBAKKAM,GOVERNMENT ESTATE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,METRO_MEENAMBAKKAM,METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,Meenambakkam,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,MEENAMBAKKAM,PURATCHI THALAIVAR DR.M.G.RAMACHANDRAN CENTRAL METRO,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_HIGHCOURT,METRO_MEENAMBAKKAM,METRO_HIGHCOURT,Meenambakkam,Highcourt,MEENAMBAKKAM,HIGH COURT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_MANNADI,METRO_MEENAMBAKKAM,METRO_MANNADI,Meenambakkam,Mannadi,MEENAMBAKKAM,MANNADI,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_WASHERMENPET,METRO_MEENAMBAKKAM,METRO_WASHERMENPET,Meenambakkam,Washermenpet,MEENAMBAKKAM,WASHERMENPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_SIR_THIYAGARAYA_COLLEGE,METRO_MEENAMBAKKAM,METRO_SIR_THIYAGARAYA_COLLEGE,Meenambakkam,Sir Theagaraya College,MEENAMBAKKAM,THYAGARAYA COLLEGE,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_TONDIARPET,METRO_MEENAMBAKKAM,METRO_TONDIARPET,Meenambakkam,Tondiarpet,MEENAMBAKKAM,TONDIARPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_NEW_WASHERMENPET,METRO_MEENAMBAKKAM,METRO_NEW_WASHERMENPET,Meenambakkam,New Washermenpet,MEENAMBAKKAM,NEW WASHERMENPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_TOLLGATE,METRO_MEENAMBAKKAM,METRO_TOLLGATE,Meenambakkam,Tollgate,MEENAMBAKKAM,TOLL GATE,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_KALADIPET,METRO_MEENAMBAKKAM,METRO_KALADIPET,Meenambakkam,Kaladipet,MEENAMBAKKAM,KALADIPET,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_THIRUVOTTRIYUR_THERADI,METRO_MEENAMBAKKAM,METRO_THIRUVOTTRIYUR_THERADI,Meenambakkam,Thiruvottiyur Theradi,MEENAMBAKKAM,THIRUVOTRIYUR THEREDI,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_THIRUVOTRIYUR,METRO_MEENAMBAKKAM,METRO_THIRUVOTRIYUR,Meenambakkam,Thiruvottriyur,MEENAMBAKKAM,THIRUVOTRIYUR,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_WIMCO_NAGAR_6738,METRO_MEENAMBAKKAM,METRO_WIMCO_NAGAR_6738,Meenambakkam,Wimco Nagar,MEENAMBAKKAM,WIMCO NAGAR,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_WIMCO_NAGAR,METRO_MEENAMBAKKAM,METRO_WIMCO_NAGAR,Meenambakkam,Wimco Nagar Depot,MEENAMBAKKAM,WIMCO NAGAR DEPOT,50.0,40.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_EKKATTUTHANGAL,METRO_MEENAMBAKKAM,METRO_EKKATTUTHANGAL,Meenambakkam,Ekkattuthangal,MEENAMBAKKAM,EKKATTUTHANGAL,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ASHOK_NAGAR,METRO_MEENAMBAKKAM,METRO_ASHOK_NAGAR,Meenambakkam,Ashok Nagar,MEENAMBAKKAM,ASHOK NAGAR,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_VADAPALANI,METRO_MEENAMBAKKAM,METRO_VADAPALANI,Meenambakkam,Vadapalani,MEENAMBAKKAM,VADAPALANI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ARUMBAKKAM,METRO_MEENAMBAKKAM,METRO_ARUMBAKKAM,Meenambakkam,Arumbakkam,MEENAMBAKKAM,ARUMBAKKAM,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,METRO_MEENAMBAKKAM,METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,Meenambakkam,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,MEENAMBAKKAM,PURATCHI THALAIVI DR.J.JAYALALITHAA CMBT METRO,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_KOYAMBEDU,METRO_MEENAMBAKKAM,METRO_KOYAMBEDU,Meenambakkam,Koyambedu,MEENAMBAKKAM,KOYAMBEDU,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_THIRUMANGALAM,METRO_MEENAMBAKKAM,METRO_THIRUMANGALAM,Meenambakkam,Thirumangalam,MEENAMBAKKAM,THIRUMANGALAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ANNA_NAGAR_TOWER,METRO_MEENAMBAKKAM,METRO_ANNA_NAGAR_TOWER,Meenambakkam,Anna Nagar Tower,MEENAMBAKKAM,ANNA NAGAR TOWER,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ANNA_NAGAR_EAST,METRO_MEENAMBAKKAM,METRO_ANNA_NAGAR_EAST,Meenambakkam,Anna Nagar East,MEENAMBAKKAM,ANNA NAGAR EAST,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_SHENOY_NAGAR,METRO_MEENAMBAKKAM,METRO_SHENOY_NAGAR,Meenambakkam,Shenoy Nagar,MEENAMBAKKAM,SHENOY NAGAR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_PACHAIYAPPA_S_COLLEGE,METRO_MEENAMBAKKAM,METRO_PACHAIYAPPA_S_COLLEGE,Meenambakkam,Pachaiyappa's College,MEENAMBAKKAM,PACHIAPPAS COLLEGE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_KILPAUK,METRO_MEENAMBAKKAM,METRO_KILPAUK,Meenambakkam,Kilpauk,MEENAMBAKKAM,KILPAUK,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_NEHRU_PARK,METRO_MEENAMBAKKAM,METRO_NEHRU_PARK,Meenambakkam,Nehru Park,MEENAMBAKKAM,NEHRU PARK,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_EGMORE,METRO_MEENAMBAKKAM,METRO_EGMORE,Meenambakkam,Egmore,MEENAMBAKKAM,EGMORE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_MEENAMBAKKAM_TO_METRO_ST__THOMAS_MOUNT,METRO_MEENAMBAKKAM,METRO_ST__THOMAS_MOUNT,Meenambakkam,St. Thomas Mount,MEENAMBAKKAM,ST. THOMAS MOUNT,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_OTA_NANGANALLUR_ROAD_TO_METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_OTA_NANGANALLUR_ROAD,METRO_CHENNAI_INTERNATIONAL_AIRPORT,OTA-Nanganallur Road,Chennai International Airport,NANGANALLUR ROAD,AIRPORT,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
