fare_id,origin_stop_id,destination_stop_id,origin_station_name,destination_station_name,origin_chart_label,destination_chart_label,token_fare,discounted_fare,currency,agency_id,effective_date,source_id
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_GUINDY,METRO_TEYNAMPET,METRO_GUINDY,Teynampet,Guindy,TEYNAMPET,GUINDY,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_LITTLE_MOUNT,METRO_TEYNAMPET,METRO_LITTLE_MOUNT,Teynampet,Little Mount,TEYNAMPET,LITTLE MOUNT,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_SAIDAPET,METRO_TEYNAMPET,METRO_SAIDAPET,Teynampet,Saidapet Metro,TEYNAMPET,SAIDAPET,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_NANDANAM,METRO_TEYNAMPET,METRO_NANDANAM,Teynampet,Nandanam,TEYNAMPET,NANDANAM,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_TEYNAMPET,METRO_TEYNAMPET,METRO_TEYNAMPET,Teynampet,Teynampet,TEYNAMPET,TEYNAMPET,0.0,0.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_AG___8211__DMS,METRO_TEYNAMPET,METRO_AG___8211__DMS,Teynampet,AG – DMS,TEYNAMPET,AG-DMS,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_THOUSAND_LIGHTS,METRO_TEYNAMPET,METRO_THOUSAND_LIGHTS,Teynampet,Thousand Lights,TEYNAMPET,THOUSAND LIGHTS,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_LIC,METRO_TEYNAMPET,METRO_LIC,Teynampet,LIC,TEYNAMPET,LIC,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_GOVERNMENT_ESTATE,METRO_TEYNAMPET,METRO_GOVERNMENT_ESTATE,Teynampet,Government Estate,TEYNAMPET,GOVERNMENT ESTATE,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,METRO_TEYNAMPET,METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,Teynampet,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,TEYNAMPET,PURATCHI THALAIVAR DR.M.G.RAMACHANDRAN CENTRAL METRO,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_HIGHCOURT,METRO_TEYNAMPET,METRO_HIGHCOURT,Teynampet,Highcourt,TEYNAMPET,HIGH COURT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_MANNADI,METRO_TEYNAMPET,METRO_MANNADI,Teynampet,Mannadi,TEYNAMPET,MANNADI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_WASHERMENPET,METRO_TEYNAMPET,METRO_WASHERMENPET,Teynampet,Washermenpet,TEYNAMPET,WASHERMENPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_SIR_THIYAGARAYA_COLLEGE,METRO_TEYNAMPET,METRO_SIR_THIYAGARAYA_COLLEGE,Teynampet,Sir Theagaraya College,TEYNAMPET,THYAGARAYA COLLEGE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_TONDIARPET,METRO_TEYNAMPET,METRO_TONDIARPET,Teynampet,Tondiarpet,TEYNAMPET,TONDIARPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_NEW_WASHERMENPET,METRO_TEYNAMPET,METRO_NEW_WASHERMENPET,Teynampet,New Washermenpet,TEYNAMPET,NEW WASHERMENPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_TOLLGATE,METRO_TEYNAMPET,METRO_TOLLGATE,Teynampet,Tollgate,TEYNAMPET,TOLL GATE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_KALADIPET,METRO_TEYNAMPET,METRO_KALADIPET,Teynampet,Kaladipet,TEYNAMPET,KALADIPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_THIRUVOTTRIYUR_THERADI,METRO_TEYNAMPET,METRO_THIRUVOTTRIYUR_THERADI,Teynampet,Thiruvottiyur Theradi,TEYNAMPET,THIRUVOTRIYUR THEREDI,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_THIRUVOTRIYUR,METRO_TEYNAMPET,METRO_THIRUVOTRIYUR,Teynampet,Thiruvottriyur,TEYNAMPET,THIRUVOTRIYUR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_WIMCO_NAGAR_6738,METRO_TEYNAMPET,METRO_WIMCO_NAGAR_6738,Teynampet,Wimco Nagar,TEYNAMPET,WIMCO NAGAR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_WIMCO_NAGAR,METRO_TEYNAMPET,METRO_WIMCO_NAGAR,Teynampet,Wimco Nagar Depot,TEYNAMPET,WIMCO NAGAR DEPOT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_EKKATTUTHANGAL,METRO_TEYNAMPET,METRO_EKKATTUTHANGAL,Teynampet,Ekkattuthangal,TEYNAMPET,EKKATTUTHANGAL,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_ASHOK_NAGAR,METRO_TEYNAMPET,METRO_ASHOK_NAGAR,Teynampet,Ashok Nagar,TEYNAMPET,ASHOK NAGAR,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_VADAPALANI,METRO_TEYNAMPET,METRO_VADAPALANI,Teynampet,Vadapalani,TEYNAMPET,VADAPALANI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_ARUMBAKKAM,METRO_TEYNAMPET,METRO_ARUMBAKKAM,Teynampet,Arumbakkam,TEYNAMPET,ARUMBAKKAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,METRO_TEYNAMPET,METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,Teynampet,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,TEYNAMPET,PURATCHI THALAIVI DR.J.JAYALALITHAA CMBT METRO,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_KOYAMBEDU,METRO_TEYNAMPET,METRO_KOYAMBEDU,Teynampet,Koyambedu,TEYNAMPET,KOYAMBEDU,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_THIRUMANGALAM,METRO_TEYNAMPET,METRO_THIRUMANGALAM,Teynampet,Thirumangalam,TEYNAMPET,THIRUMANGALAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_ANNA_NAGAR_TOWER,METRO_TEYNAMPET,METRO_ANNA_NAGAR_TOWER,Teynampet,Anna Nagar Tower,TEYNAMPET,ANNA NAGAR TOWER,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_ANNA_NAGAR_EAST,METRO_TEYNAMPET,METRO_ANNA_NAGAR_EAST,Teynampet,Anna Nagar East,TEYNAMPET,ANNA NAGAR EAST,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_SHENOY_NAGAR,METRO_TEYNAMPET,METRO_SHENOY_NAGAR,Teynampet,Shenoy Nagar,TEYNAMPET,SHENOY NAGAR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_PACHAIYAPPA_S_COLLEGE,METRO_TEYNAMPET,METRO_PACHAIYAPPA_S_COLLEGE,Teynampet,Pachaiyappa's College,TEYNAMPET,PACHIAPPAS COLLEGE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_KILPAUK,METRO_TEYNAMPET,METRO_KILPAUK,Teynampet,Kilpauk,TEYNAMPET,KILPAUK,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_NEHRU_PARK,METRO_TEYNAMPET,METRO_NEHRU_PARK,Teynampet,Nehru Park,TEYNAMPET,NEHRU PARK,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_EGMORE,METRO_TEYNAMPET,METRO_EGMORE,Teynampet,Egmore,TEYNAMPET,EGMORE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_TEYNAMPET_TO_METRO_ST__THOMAS_MOUNT,METRO_TEYNAMPET,METRO_ST__THOMAS_MOUNT,Teynampet,St. Thomas Mount,TEYNAMPET,ST. THOMAS MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_AG___8211__DMS,METRO_CHENNAI_INTERNATIONAL_AIRPORT,AG – DMS,Chennai International Airport,AG-DMS,AIRPORT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_MEENAMBAKKAM,METRO_AG___8211__DMS,METRO_MEENAMBAKKAM,AG – DMS,Meenambakkam,AG-DMS,MEENAMBAKKAM,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_OTA_NANGANALLUR_ROAD,METRO_AG___8211__DMS,METRO_OTA_NANGANALLUR_ROAD,AG – DMS,OTA-Nanganallur Road,AG-DMS,NANGANALLUR ROAD,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ARIGNAR_ANNA_ALANDUR,METRO_AG___8211__DMS,METRO_ARIGNAR_ANNA_ALANDUR,AG – DMS,Arignar Anna Alandur Metro,AG-DMS,ARIGNAR ANNA ALANDUR METRO,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_GUINDY,METRO_AG___8211__DMS,METRO_GUINDY,AG – DMS,Guindy,AG-DMS,GUINDY,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_LITTLE_MOUNT,METRO_AG___8211__DMS,METRO_LITTLE_MOUNT,AG – DMS,Little Mount,AG-DMS,LITTLE MOUNT,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_SAIDAPET,METRO_AG___8211__DMS,METRO_SAIDAPET,AG – DMS,Saidapet Metro,AG-DMS,SAIDAPET,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_NANDANAM,METRO_AG___8211__DMS,METRO_NANDANAM,AG – DMS,Nandanam,AG-DMS,NANDANAM,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_TEYNAMPET,METRO_AG___8211__DMS,METRO_TEYNAMPET,AG – DMS,Teynampet,AG-DMS,TEYNAMPET,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_AG___8211__DMS,METRO_AG___8211__DMS,METRO_AG___8211__DMS,AG – DMS,AG – DMS,AG-DMS,AG-DMS,0.0,0.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_THOUSAND_LIGHTS,METRO_AG___8211__DMS,METRO_THOUSAND_LIGHTS,AG – DMS,Thousand Lights,AG-DMS,THOUSAND LIGHTS,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_LIC,METRO_AG___8211__DMS,METRO_LIC,AG – DMS,LIC,AG-DMS,LIC,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_GOVERNMENT_ESTATE,METRO_AG___8211__DMS,METRO_GOVERNMENT_ESTATE,AG – DMS,Government Estate,AG-DMS,GOVERNMENT ESTATE,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,METRO_AG___8211__DMS,METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,AG – DMS,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,AG-DMS,PURATCHI THALAIVAR DR.M.G.RAMACHANDRAN CENTRAL METRO,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_HIGHCOURT,METRO_AG___8211__DMS,METRO_HIGHCOURT,AG – DMS,Highcourt,AG-DMS,HIGH COURT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_MANNADI,METRO_AG___8211__DMS,METRO_MANNADI,AG – DMS,Mannadi,AG-DMS,MANNADI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_WASHERMENPET,METRO_AG___8211__DMS,METRO_WASHERMENPET,AG – DMS,Washermenpet,AG-DMS,WASHERMENPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_SIR_THIYAGARAYA_COLLEGE,METRO_AG___8211__DMS,METRO_SIR_THIYAGARAYA_COLLEGE,AG – DMS,Sir Theagaraya College,AG-DMS,THYAGARAYA COLLEGE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_TONDIARPET,METRO_AG___8211__DMS,METRO_TONDIARPET,AG – DMS,Tondiarpet,AG-DMS,TONDIARPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_NEW_WASHERMENPET,METRO_AG___8211__DMS,METRO_NEW_WASHERMENPET,AG – DMS,New Washermenpet,AG-DMS,NEW WASHERMENPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_TOLLGATE,METRO_AG___8211__DMS,METRO_TOLLGATE,AG – DMS,Tollgate,AG-DMS,TOLL GATE,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_KALADIPET,METRO_AG___8211__DMS,METRO_KALADIPET,AG – DMS,Kaladipet,AG-DMS,KALADIPET,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_THIRUVOTTRIYUR_THERADI,METRO_AG___8211__DMS,METRO_THIRUVOTTRIYUR_THERADI,AG – DMS,Thiruvottiyur Theradi,AG-DMS,THIRUVOTRIYUR THEREDI,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_THIRUVOTRIYUR,METRO_AG___8211__DMS,METRO_THIRUVOTRIYUR,AG – DMS,Thiruvottriyur,AG-DMS,THIRUVOTRIYUR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_WIMCO_NAGAR_6738,METRO_AG___8211__DMS,METRO_WIMCO_NAGAR_6738,AG – DMS,Wimco Nagar,AG-DMS,WIMCO NAGAR,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_WIMCO_NAGAR,METRO_AG___8211__DMS,METRO_WIMCO_NAGAR,AG – DMS,Wimco Nagar Depot,AG-DMS,WIMCO NAGAR DEPOT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_EKKATTUTHANGAL,METRO_AG___8211__DMS,METRO_EKKATTUTHANGAL,AG – DMS,Ekkattuthangal,AG-DMS,EKKATTUTHANGAL,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ASHOK_NAGAR,METRO_AG___8211__DMS,METRO_ASHOK_NAGAR,AG – DMS,Ashok Nagar,AG-DMS,ASHOK NAGAR,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_VADAPALANI,METRO_AG___8211__DMS,METRO_VADAPALANI,AG – DMS,Vadapalani,AG-DMS,VADAPALANI,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ARUMBAKKAM,METRO_AG___8211__DMS,METRO_ARUMBAKKAM,AG – DMS,Arumbakkam,AG-DMS,ARUMBAKKAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,METRO_AG___8211__DMS,METRO_PURATCHI_THALAIVI_DR_J_JAYALALITHAA_CMBT,AG – DMS,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,AG-DMS,PURATCHI THALAIVI DR.J.JAYALALITHAA CMBT METRO,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_KOYAMBEDU,METRO_AG___8211__DMS,METRO_KOYAMBEDU,AG – DMS,Koyambedu,AG-DMS,KOYAMBEDU,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_THIRUMANGALAM,METRO_AG___8211__DMS,METRO_THIRUMANGALAM,AG – DMS,Thirumangalam,AG-DMS,THIRUMANGALAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ANNA_NAGAR_TOWER,METRO_AG___8211__DMS,METRO_ANNA_NAGAR_TOWER,AG – DMS,Anna Nagar Tower,AG-DMS,ANNA NAGAR TOWER,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ANNA_NAGAR_EAST,METRO_AG___8211__DMS,METRO_ANNA_NAGAR_EAST,AG – DMS,Anna Nagar East,AG-DMS,ANNA NAGAR EAST,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_SHENOY_NAGAR,METRO_AG___8211__DMS,METRO_SHENOY_NAGAR,AG – DMS,Shenoy Nagar,AG-DMS,SHENOY NAGAR,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_PACHAIYAPPA_S_COLLEGE,METRO_AG___8211__DMS,METRO_PACHAIYAPPA_S_COLLEGE,AG – DMS,Pachaiyappa's College,AG-DMS,PACHIAPPAS COLLEGE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_KILPAUK,METRO_AG___8211__DMS,METRO_KILPAUK,AG – DMS,Kilpauk,AG-DMS,KILPAUK,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_NEHRU_PARK,METRO_AG___8211__DMS,METRO_NEHRU_PARK,AG – DMS,Nehru Park,AG-DMS,NEHRU PARK,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_EGMORE,METRO_AG___8211__DMS,METRO_EGMORE,AG – DMS,Egmore,AG-DMS,EGMORE,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_AG___8211__DMS_TO_METRO_ST__THOMAS_MOUNT,METRO_AG___8211__DMS,METRO_ST__THOMAS_MOUNT,AG – DMS,St. Thomas Mount,AG-DMS,ST. THOMAS MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_CHENNAI_INTERNATIONAL_AIRPORT,METRO_THOUSAND_LIGHTS,METRO_CHENNAI_INTERNATIONAL_AIRPORT,Thousand Lights,Chennai International Airport,THOUSAND LIGHTS,AIRPORT,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_MEENAMBAKKAM,METRO_THOUSAND_LIGHTS,METRO_MEENAMBAKKAM,Thousand Lights,Meenambakkam,THOUSAND LIGHTS,MEENAMBAKKAM,40.0,32.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_OTA_NANGANALLUR_ROAD,METRO_THOUSAND_LIGHTS,METRO_OTA_NANGANALLUR_ROAD,Thousand Lights,OTA-Nanganallur Road,THOUSAND LIGHTS,NANGANALLUR ROAD,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_ARIGNAR_ANNA_ALANDUR,METRO_THOUSAND_LIGHTS,METRO_ARIGNAR_ANNA_ALANDUR,Thousand Lights,Arignar Anna Alandur Metro,THOUSAND LIGHTS,ARIGNAR ANNA ALANDUR METRO,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_GUINDY,METRO_THOUSAND_LIGHTS,METRO_GUINDY,Thousand Lights,Guindy,THOUSAND LIGHTS,GUINDY,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_LITTLE_MOUNT,METRO_THOUSAND_LIGHTS,METRO_LITTLE_MOUNT,Thousand Lights,Little Mount,THOUSAND LIGHTS,LITTLE MOUNT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_SAIDAPET,METRO_THOUSAND_LIGHTS,METRO_SAIDAPET,Thousand Lights,Saidapet Metro,THOUSAND LIGHTS,SAIDAPET,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_NANDANAM,METRO_THOUSAND_LIGHTS,METRO_NANDANAM,Thousand Lights,Nandanam,THOUSAND LIGHTS,NANDANAM,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_TEYNAMPET,METRO_THOUSAND_LIGHTS,METRO_TEYNAMPET,Thousand Lights,Teynampet,THOUSAND LIGHTS,TEYNAMPET,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_AG___8211__DMS,METRO_THOUSAND_LIGHTS,METRO_AG___8211__DMS,Thousand Lights,AG – DMS,THOUSAND LIGHTS,AG-DMS,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_THOUSAND_LIGHTS,METRO_THOUSAND_LIGHTS,METRO_THOUSAND_LIGHTS,Thousand Lights,Thousand Lights,THOUSAND LIGHTS,THOUSAND LIGHTS,0.0,0.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_LIC,METRO_THOUSAND_LIGHTS,METRO_LIC,Thousand Lights,LIC,THOUSAND LIGHTS,LIC,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_GOVERNMENT_ESTATE,METRO_THOUSAND_LIGHTS,METRO_GOVERNMENT_ESTATE,Thousand Lights,Government Estate,THOUSAND LIGHTS,GOVERNMENT ESTATE,10.0,8.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,METRO_THOUSAND_LIGHTS,METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL,Thousand Lights,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,THOUSAND LIGHTS,PURATCHI THALAIVAR DR.M.G.RAMACHANDRAN CENTRAL METRO,20.0,16.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_HIGHCOURT,METRO_THOUSAND_LIGHTS,METRO_HIGHCOURT,Thousand Lights,Highcourt,THOUSAND LIGHTS,HIGH COURT,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
FARE_CMRL_METRO_THOUSAND_LIGHTS_TO_METRO_MANNADI,METRO_THOUSAND_LIGHTS,METRO_MANNADI,Thousand Lights,Mannadi,THOUSAND LIGHTS,MANNADI,30.0,24.0,INR,CMRL,2021-02-22,CMRL_OFFICIAL
