fare_id,agency_id,service_type,stage_number,fare_amount,currency,effective_date,government_order,source_id,raw_file_id
FARE_MTC_NIGHT_SERVICES_S13,MTC,Night services,13,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S14,MTC,Night services,14,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S15,MTC,Night services,15,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S16,MTC,Night services,16,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S17,MTC,Night services,17,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S18,MTC,Night services,18,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S19,MTC,Night services,19,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S20,MTC,Night services,20,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S21,MTC,Night services,21,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S22,MTC,Night services,22,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S23,MTC,Night services,23,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S24,MTC,Night services,24,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S25,MTC,Night services,25,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S26,MTC,Night services,26,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S27,MTC,Night services,27,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S28,MTC,Night services,28,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S29,MTC,Night services,29,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_NIGHT_SERVICES_S30,MTC,Night services,30,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S01,MTC,E/V Deluxe Service,1,11.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S02,MTC,E/V Deluxe Service,2,13.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S03,MTC,E/V Deluxe Service,3,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S04,MTC,E/V Deluxe Service,4,17.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S05,MTC,E/V Deluxe Service,5,19.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S06,MTC,E/V Deluxe Service,6,21.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S07,MTC,E/V Deluxe Service,7,23.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S08,MTC,E/V Deluxe Service,8,25.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S09,MTC,E/V Deluxe Service,9,27.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S10,MTC,E/V Deluxe Service,10,29.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S11,MTC,E/V Deluxe Service,11,31.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S12,MTC,E/V Deluxe Service,12,31.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S13,MTC,E/V Deluxe Service,13,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S14,MTC,E/V Deluxe Service,14,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S15,MTC,E/V Deluxe Service,15,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S16,MTC,E/V Deluxe Service,16,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S17,MTC,E/V Deluxe Service,17,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S18,MTC,E/V Deluxe Service,18,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S19,MTC,E/V Deluxe Service,19,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S20,MTC,E/V Deluxe Service,20,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S21,MTC,E/V Deluxe Service,21,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S22,MTC,E/V Deluxe Service,22,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S23,MTC,E/V Deluxe Service,23,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S24,MTC,E/V Deluxe Service,24,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S25,MTC,E/V Deluxe Service,25,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S26,MTC,E/V Deluxe Service,26,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S27,MTC,E/V Deluxe Service,27,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S28,MTC,E/V Deluxe Service,28,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S29,MTC,E/V Deluxe Service,29,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_DELUXE_SERVICE_S30,MTC,E/V Deluxe Service,30,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S01,MTC,E/V A/C Service,1,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S02,MTC,E/V A/C Service,2,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S03,MTC,E/V A/C Service,3,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S04,MTC,E/V A/C Service,4,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S05,MTC,E/V A/C Service,5,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S06,MTC,E/V A/C Service,6,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S07,MTC,E/V A/C Service,7,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S08,MTC,E/V A/C Service,8,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S09,MTC,E/V A/C Service,9,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S10,MTC,E/V A/C Service,10,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S11,MTC,E/V A/C Service,11,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S12,MTC,E/V A/C Service,12,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S13,MTC,E/V A/C Service,13,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S14,MTC,E/V A/C Service,14,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S15,MTC,E/V A/C Service,15,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S16,MTC,E/V A/C Service,16,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S17,MTC,E/V A/C Service,17,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S18,MTC,E/V A/C Service,18,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S19,MTC,E/V A/C Service,19,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S20,MTC,E/V A/C Service,20,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S21,MTC,E/V A/C Service,21,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S22,MTC,E/V A/C Service,22,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S23,MTC,E/V A/C Service,23,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S24,MTC,E/V A/C Service,24,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S25,MTC,E/V A/C Service,25,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S26,MTC,E/V A/C Service,26,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S27,MTC,E/V A/C Service,27,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S28,MTC,E/V A/C Service,28,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S29,MTC,E/V A/C Service,29,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_E_V_A_C_SERVICE_S30,MTC,E/V A/C Service,30,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S01,MTC,Chennai Ula Vintage Services,1,11.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S02,MTC,Chennai Ula Vintage Services,2,13.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S03,MTC,Chennai Ula Vintage Services,3,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S04,MTC,Chennai Ula Vintage Services,4,17.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S05,MTC,Chennai Ula Vintage Services,5,19.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S06,MTC,Chennai Ula Vintage Services,6,21.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S07,MTC,Chennai Ula Vintage Services,7,23.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S08,MTC,Chennai Ula Vintage Services,8,25.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S09,MTC,Chennai Ula Vintage Services,9,27.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S10,MTC,Chennai Ula Vintage Services,10,29.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S11,MTC,Chennai Ula Vintage Services,11,31.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S12,MTC,Chennai Ula Vintage Services,12,31.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S13,MTC,Chennai Ula Vintage Services,13,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S14,MTC,Chennai Ula Vintage Services,14,33.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S15,MTC,Chennai Ula Vintage Services,15,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S16,MTC,Chennai Ula Vintage Services,16,35.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S17,MTC,Chennai Ula Vintage Services,17,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S18,MTC,Chennai Ula Vintage Services,18,37.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S19,MTC,Chennai Ula Vintage Services,19,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S20,MTC,Chennai Ula Vintage Services,20,39.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S21,MTC,Chennai Ula Vintage Services,21,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S22,MTC,Chennai Ula Vintage Services,22,41.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S23,MTC,Chennai Ula Vintage Services,23,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S24,MTC,Chennai Ula Vintage Services,24,43.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S25,MTC,Chennai Ula Vintage Services,25,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S26,MTC,Chennai Ula Vintage Services,26,45.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S27,MTC,Chennai Ula Vintage Services,27,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S28,MTC,Chennai Ula Vintage Services,28,47.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S29,MTC,Chennai Ula Vintage Services,29,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_VINTAGE_SERVICES_S30,MTC,Chennai Ula Vintage Services,30,49.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S01,MTC,Pink Services,1,5.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S02,MTC,Pink Services,2,6.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S03,MTC,Pink Services,3,7.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S04,MTC,Pink Services,4,8.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S05,MTC,Pink Services,5,9.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S06,MTC,Pink Services,6,10.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S07,MTC,Pink Services,7,11.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S08,MTC,Pink Services,8,12.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S09,MTC,Pink Services,9,13.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S10,MTC,Pink Services,10,14.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S11,MTC,Pink Services,11,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S12,MTC,Pink Services,12,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S13,MTC,Pink Services,13,16.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S14,MTC,Pink Services,14,16.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S15,MTC,Pink Services,15,17.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
