normalized_id,source_id,source_record_id,raw_file_id,original_name,normalized_name,name_ta,name_hi,mode,stop_type,original_latitude,original_longitude,normalized_latitude,normalized_longitude,coordinate_plausible,inside_cma,parent_station,agency,operational_status
CMRL_API_6932,CMRL_API,6932,CMRL_WP_API_20260918,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,,,metro,metro_station,13.080650909851306,80.27259356057777,13.080650909851306,80.27259356057777,True,True,,CMRL,operational
CMRL_API_6930,CMRL_API,6930,CMRL_WP_API_20260918,Egmore Metro,Egmore Metro,,,metro,metro_station,13.0790573,80.2611065,13.0790573,80.2611065,True,True,,CMRL,operational
CMRL_API_6928,CMRL_API,6928,CMRL_WP_API_20260918,Nehru Park,Nehru Park,,,metro,metro_station,13.0786275,80.2508538,13.0786275,80.2508538,True,True,,CMRL,operational
CMRL_API_6926,CMRL_API,6926,CMRL_WP_API_20260918,Kilpauk,Kilpauk,,,metro,metro_station,13.077730246760455,80.22469384074951,13.077730246760455,80.22469384074951,True,True,,CMRL,operational
CMRL_API_6924,CMRL_API,6924,CMRL_WP_API_20260918,Pachaiyappa's College,Pachaiyappa's College,,,metro,metro_station,13.075574,80.232315,13.075574,80.232315,True,True,,CMRL,operational
CMRL_API_6922,CMRL_API,6922,CMRL_WP_API_20260918,Shenoy Nagar,Shenoy Nagar,,,metro,metro_station,13.078704912524804,80.22255957321178,13.078704912524804,80.22255957321178,True,True,,CMRL,operational
CMRL_API_6920,CMRL_API,6920,CMRL_WP_API_20260918,Anna Nagar East,Anna Nagar East,,,metro,metro_station,13.0847975,80.218657,13.0847975,80.218657,True,True,,CMRL,operational
CMRL_API_6918,CMRL_API,6918,CMRL_WP_API_20260918,Anna Nagar Tower,Anna Nagar Tower,,,metro,metro_station,13.0849752,80.2087247,13.0849752,80.2087247,True,True,,CMRL,operational
CMRL_API_6916,CMRL_API,6916,CMRL_WP_API_20260918,Thirumangalam,Thirumangalam,,,metro,metro_station,13.0852626,80.201574,13.0852626,80.201574,True,True,,CMRL,operational
CMRL_API_6914,CMRL_API,6914,CMRL_WP_API_20260918,Koyambedu,Koyambedu,,,metro,metro_station,13.073257865971941,80.1929990571153,13.073257865971941,80.1929990571153,True,True,,CMRL,operational
CMRL_API_6912,CMRL_API,6912,CMRL_WP_API_20260918,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,,,metro,metro_station,13.068749368997844,80.2018460624593,13.068749368997844,80.2018460624593,True,True,,CMRL,operational
CMRL_API_6910,CMRL_API,6910,CMRL_WP_API_20260918,Arumbakkam,Arumbakkam,,,metro,metro_station,13.061999074679951,80.21131235746036,13.061999074679951,80.21131235746036,True,True,,CMRL,operational
CMRL_API_6908,CMRL_API,6908,CMRL_WP_API_20260918,Vadapalani,Vadapalani,,,metro,metro_station,13.050118448188027,80.2054053769342,13.050118448188027,80.2054053769342,True,True,,CMRL,operational
CMRL_API_6906,CMRL_API,6906,CMRL_WP_API_20260918,Ashok Nagar,Ashok Nagar,,,metro,metro_station,13.035661671433154,80.21095131964783,13.035661671433154,80.21095131964783,True,True,,CMRL,operational
CMRL_API_6904,CMRL_API,6904,CMRL_WP_API_20260918,Ekkattuthangal,Ekkattuthangal,,,metro,metro_station,13.016606965423183,80.20494300304732,13.016606965423183,80.20494300304732,True,True,,CMRL,operational
CMRL_API_6899,CMRL_API,6899,CMRL_WP_API_20260918,Arignar Anna Alandur Metro,Arignar Anna Alandur Metro,,,metro,metro_station,13.003989704098222,80.20064840110591,13.003989704098222,80.20064840110591,True,True,,CMRL,operational
CMRL_API_6897,CMRL_API,6897,CMRL_WP_API_20260918,St. Thomas Mount Metro,St. Thomas Mount Metro,,,metro,metro_station,12.9952695,80.1988314,12.9952695,80.1988314,True,True,,CMRL,operational
CMRL_API_6740,CMRL_API,6740,CMRL_WP_API_20260918,Wimco Nagar Depot Metro,Wimco Nagar Depot Metro,,,metro,metro_station,13.182051189053226,80.30207580778237,13.182051189053226,80.30207580778237,True,True,,CMRL,operational
CMRL_API_6738,CMRL_API,6738,CMRL_WP_API_20260918,Wimco Nagar Metro,Wimco Nagar Metro,,,metro,metro_station,13.17980338532951,80.3046587788574,13.17980338532951,80.3046587788574,True,True,,CMRL,operational
CMRL_API_6736,CMRL_API,6736,CMRL_WP_API_20260918,Thiruvotriyur Metro,Thiruvotriyur Metro,,,metro,metro_station,13.179829282695415,80.29693394845347,13.179829282695415,80.29693394845347,True,True,,CMRL,operational
CMRL_API_6733,CMRL_API,6733,CMRL_WP_API_20260918,Thiruvottriyur Theradi Metro,Thiruvottriyur Theradi Metro,,,metro,metro_station,13.159873210723175,80.29982707479635,13.159873210723175,80.29982707479635,True,True,,CMRL,operational
CMRL_API_6731,CMRL_API,6731,CMRL_WP_API_20260918,Kaladipet Metro,Kaladipet Metro,,,metro,metro_station,13.151050510919191,80.2968370747963,13.151050510919191,80.2968370747963,True,True,,CMRL,operational
CMRL_API_6729,CMRL_API,6729,CMRL_WP_API_20260918,Tollgate Metro,Tollgate Metro,,,metro,metro_station,13.143524111086228,80.2937444747962,13.143524111086228,80.2937444747962,True,True,,CMRL,operational
CMRL_API_6727,CMRL_API,6727,CMRL_WP_API_20260918,New Washermenpet Metro,New Washermenpet Metro,,,metro,metro_station,13.134414411288386,80.29027622479602,13.134414411288386,80.29027622479602,True,True,,CMRL,operational
CMRL_API_6725,CMRL_API,6725,CMRL_WP_API_20260918,Tondiarpet Metro,Tondiarpet Metro,,,metro,metro_station,13.124325437205261,80.28611267507907,13.124325437205261,80.28611267507907,True,True,,CMRL,operational
CMRL_API_6723,CMRL_API,6723,CMRL_WP_API_20260918,Sir Thiyagaraya College Metro,Sir Thiyagaraya College Metro,,,metro,metro_station,13.116603083447972,80.28051416843866,13.116603083447972,80.28051416843866,True,True,,CMRL,operational
CMRL_API_6720,CMRL_API,6720,CMRL_WP_API_20260918,Washermenpet Metro,Washermenpet Metro,,,metro,metro_station,13.126228366401827,80.24298906980071,13.126228366401827,80.24298906980071,True,True,,CMRL,operational
CMRL_API_6718,CMRL_API,6718,CMRL_WP_API_20260918,Mannadi,Mannadi,,,metro,metro_station,13.095684862148422,80.28351647373415,13.095684862148422,80.28351647373415,True,True,,CMRL,operational
CMRL_API_6716,CMRL_API,6716,CMRL_WP_API_20260918,Highcourt,Highcourt,,,metro,metro_station,13.087896312320611,80.28290802373395,13.087896312320611,80.28290802373395,True,True,,CMRL,operational
CMRL_API_7090,CMRL_API,7090,CMRL_WP_API_20260918,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,,,metro,metro_station,13.080650909851306,80.27259356057777,13.080650909851306,80.27259356057777,True,True,,CMRL,operational
CMRL_API_6712,CMRL_API,6712,CMRL_WP_API_20260918,Government Estate,Government Estate,,,metro,metro_station,13.069563012725673,80.27028177373363,13.069563012725673,80.27028177373363,True,True,,CMRL,operational
CMRL_API_6708,CMRL_API,6708,CMRL_WP_API_20260918,LIC,LIC,,,metro,metro_station,13.06454431283645,80.26349997373349,13.06454431283645,80.26349997373349,True,True,,CMRL,operational
CMRL_API_6706,CMRL_API,6706,CMRL_WP_API_20260918,Thousand Lights,Thousand Lights,,,metro,metro_station,13.058127062978048,80.25575347373342,13.058127062978048,80.25575347373342,True,True,,CMRL,operational
CMRL_API_6704,CMRL_API,6704,CMRL_WP_API_20260918,AG &#8211; DMS,AG &#8211; DMS,,,metro,metro_station,13.045251063261999,80.24566532373316,13.045251063261999,80.24566532373316,True,True,,CMRL,operational
CMRL_API_6702,CMRL_API,6702,CMRL_WP_API_20260918,Teynampet,Teynampet,,,metro,metro_station,13.03711844539991,80.24551377789689,13.03711844539991,80.24551377789689,True,True,,CMRL,operational
CMRL_API_6700,CMRL_API,6700,CMRL_WP_API_20260918,Nandanam,Nandanam,,,metro,metro_station,13.031958313555847,80.23958227321089,13.031958313555847,80.23958227321089,True,True,,CMRL,operational
CMRL_API_6698,CMRL_API,6698,CMRL_WP_API_20260918,Saidapet Metro,Saidapet Metro,,,metro,metro_station,13.023617963573042,80.22360160946843,13.023617963573042,80.22360160946843,True,True,,CMRL,operational
CMRL_API_6696,CMRL_API,6696,CMRL_WP_API_20260918,Little Mount,Little Mount,,,metro,metro_station,13.014562787304808,80.22136727507717,13.014562787304808,80.22136727507717,True,True,,CMRL,operational
CMRL_API_6694,CMRL_API,6694,CMRL_WP_API_20260918,Guindy,Guindy,,,metro,metro_station,13.009371255723211,80.19463584060242,13.009371255723211,80.19463584060242,True,True,,CMRL,operational
CMRL_API_7092,CMRL_API,7092,CMRL_WP_API_20260918,Arignar Anna Alandur Metro,Arignar Anna Alandur Metro,,,metro,metro_station,13.003989704098222,80.20064840110591,13.003989704098222,80.20064840110591,True,True,,CMRL,operational
CMRL_API_6690,CMRL_API,6690,CMRL_WP_API_20260918,OTA-Nanganallur Road,OTA-Nanganallur Road,,,metro,metro_station,13.000059014253818,80.19157157500499,13.000059014253818,80.19157157500499,True,True,,CMRL,operational
CMRL_API_6677,CMRL_API,6677,CMRL_WP_API_20260918,Meenambakkam,Meenambakkam,,,metro,metro_station,12.98784601318242,80.1754832739529,12.98784601318242,80.1754832739529,True,True,,CMRL,operational
CMRL_API_6675,CMRL_API,6675,CMRL_WP_API_20260918,Chennai International Airport,Chennai International Airport,,,metro,metro_station,12.9808255,80.1642095,12.9808255,80.1642095,True,True,,CMRL,operational
OSM_RAIL_248467412,OSM_OVERPASS,248467412,OSM_RAIL_METRO_STATIONS_20260918,Chennai Chetpet,Chennai Chetpet,சேத்துப்பட்டு,,suburban_rail,railway_station,13.0743424,80.242421,13.0743424,80.242421,True,True,,Southern Railway,operational
OSM_RAIL_248545108,OSM_OVERPASS,248545108,OSM_RAIL_METRO_STATIONS_20260918,Pattaravakkam,Pattaravakkam,பட்டரவாக்கம்,,suburban_rail,railway_station,13.1143904,80.1663975,13.1143904,80.1663975,True,True,,Southern Railway,operational
OSM_RAIL_256777901,OSM_OVERPASS,256777901,OSM_RAIL_METRO_STATIONS_20260918,Kanchipuram,Kanchipuram,காஞ்சிபுரம்,,suburban_rail,railway_station,12.8483107,79.705073,12.8483107,79.705073,True,True,,Southern Railway,operational
OSM_RAIL_261713038,OSM_OVERPASS,261713038,OSM_RAIL_METRO_STATIONS_20260918,Reddipalayam,Reddipalayam,,,suburban_rail,railway_station,12.7281168,79.953204,12.7281168,79.953204,True,True,,Southern Railway,operational
OSM_RAIL_261713045,OSM_OVERPASS,261713045,OSM_RAIL_METRO_STATIONS_20260918,Villiyambakkam,Villiyambakkam,வில்லியம்பாக்கம்,,suburban_rail,railway_station,12.7518653,79.9341459,12.7518653,79.9341459,True,True,,Southern Railway,operational
OSM_RAIL_261716087,OSM_OVERPASS,261716087,OSM_RAIL_METRO_STATIONS_20260918,Walajabad,Walajabad,,,suburban_rail,railway_station,12.7968265,79.8185833,12.7968265,79.8185833,True,True,,Southern Railway,operational
OSM_RAIL_261716103,OSM_OVERPASS,261716103,OSM_RAIL_METRO_STATIONS_20260918,Kanchipuram East,Kanchipuram East,காஞ்சிபுரம் கிழக்கு,,suburban_rail,railway_station,12.8408612,79.7121979,12.8408612,79.7121979,True,True,,Southern Railway,operational
OSM_RAIL_262308384,OSM_OVERPASS,262308384,OSM_RAIL_METRO_STATIONS_20260918,Pattabiram Military Siding,Pattabiram Military Siding,,,suburban_rail,railway_station,13.1373759,80.0601177,13.1373759,80.0601177,True,True,,Southern Railway,operational
OSM_RAIL_304278622,OSM_OVERPASS,304278622,OSM_RAIL_METRO_STATIONS_20260918,Anna Nagar West,Anna Nagar West,அண்ணா நகர் மேற்கு,,suburban_rail,railway_station,13.0985386,80.2010061,13.0985386,80.2010061,True,True,,Southern Railway,operational
OSM_RAIL_304278630,OSM_OVERPASS,304278630,OSM_RAIL_METRO_STATIONS_20260918,Padi,Padi,பாடி,,suburban_rail,railway_station,13.1036615,80.1948091,13.1036615,80.1948091,True,True,,Southern Railway,operational
OSM_RAIL_603015252,OSM_OVERPASS,603015252,OSM_RAIL_METRO_STATIONS_20260918,Mannadi,Mannadi,,,metro,metro_station,13.095369,80.2860786,13.095369,80.2860786,True,True,,CMRL,operational
OSM_RAIL_603015278,OSM_OVERPASS,603015278,OSM_RAIL_METRO_STATIONS_20260918,அரசினர் தோட்டம்,அரசினர் தோட்டம்,அரசினர் தோட்டம்,,metro,metro_station,13.0697128,80.2730041,13.0697128,80.2730041,True,True,,CMRL,operational
OSM_RAIL_652426042,OSM_OVERPASS,652426042,OSM_RAIL_METRO_STATIONS_20260918,Pachaiyappa's College,Pachaiyappa's College,பச்சையப்பன் கல்லூரி,,metro,metro_station,13.0755602,80.2328587,13.0755602,80.2328587,True,True,,CMRL,operational
OSM_RAIL_652426192,OSM_OVERPASS,652426192,OSM_RAIL_METRO_STATIONS_20260918,Nehru Park,Nehru Park,நேரு பூங்கா,,metro,metro_station,13.0787915,80.2504722,13.0787915,80.2504722,True,True,,CMRL,operational
OSM_RAIL_652426199,OSM_OVERPASS,652426199,OSM_RAIL_METRO_STATIONS_20260918,Egmore Metro,Egmore Metro,எழும்பூர்,,metro,metro_station,13.0802886,80.2630538,13.0802886,80.2630538,True,True,,CMRL,operational
OSM_RAIL_687175415,OSM_OVERPASS,687175415,OSM_RAIL_METRO_STATIONS_20260918,சென்னை புறநகர் பேருந்து நிலையம்,சென்னை புறநகர் பேருந்து நிலையம்,சென்னை புறநகர் பேருந்து நிலையம்,,metro,metro_station,13.0685084,80.2039344,13.0685084,80.2039344,True,True,,CMRL,operational
OSM_RAIL_998294040,OSM_OVERPASS,998294040,OSM_RAIL_METRO_STATIONS_20260918,அசோக் நகர்,அசோக் நகர்,அசோக் நகர்,,metro,metro_station,13.0355403,80.2111917,13.0355403,80.2111917,True,True,,CMRL,operational
OSM_RAIL_1165551007,OSM_OVERPASS,1165551007,OSM_RAIL_METRO_STATIONS_20260918,Shenoy Nagar,Shenoy Nagar,,,metro,metro_station,13.0776718,80.225143,13.0776718,80.225143,True,True,,CMRL,operational
OSM_RAIL_1207423990,OSM_OVERPASS,1207423990,OSM_RAIL_METRO_STATIONS_20260918,கோயம்பேடு,கோயம்பேடு,கோயம்பேடு,,metro,metro_station,13.073445,80.1948572,13.073445,80.1948572,True,True,,CMRL,operational
OSM_RAIL_1207424028,OSM_OVERPASS,1207424028,OSM_RAIL_METRO_STATIONS_20260918,Anna Nagar East,Anna Nagar East,அண்ணா நகர் கிழக்கு,अन्ना नगर पूर्व,metro,metro_station,13.0846312,80.2203688,13.0846312,80.2203688,True,True,,CMRL,operational
OSM_RAIL_1207424080,OSM_OVERPASS,1207424080,OSM_RAIL_METRO_STATIONS_20260918,Kilpauk,Kilpauk,கீழ்பாக்கம்,,metro,metro_station,13.0776484,80.2426176,13.0776484,80.2426176,True,True,,CMRL,operational
OSM_RAIL_2048191333,OSM_OVERPASS,2048191333,OSM_RAIL_METRO_STATIONS_20260918,Nathapettai,Nathapettai,,,suburban_rail,railway_station,12.823748,79.7558214,12.823748,79.7558214,True,True,,Southern Railway,operational
OSM_RAIL_2048191334,OSM_OVERPASS,2048191334,OSM_RAIL_METRO_STATIONS_20260918,Palayasivaram,Palayasivaram,,,suburban_rail,railway_station,12.7767905,79.8778012,12.7767905,79.8778012,True,True,,Southern Railway,operational
OSM_RAIL_2481258995,OSM_OVERPASS,2481258995,OSM_RAIL_METRO_STATIONS_20260918,Chennai Park Town,Chennai Park Town,பூங்கா நகர்,,suburban_rail,railway_station,13.079587,80.2762947,13.079587,80.2762947,True,True,,Southern Railway,operational
OSM_RAIL_2481258999,OSM_OVERPASS,2481258999,OSM_RAIL_METRO_STATIONS_20260918,Chennai Park,Chennai Park,சென்னை பூங்கா,,suburban_rail,railway_station,13.0807537,80.2730879,13.0807537,80.2730879,True,True,,Southern Railway,operational
OSM_RAIL_2481259002,OSM_OVERPASS,2481259002,OSM_RAIL_METRO_STATIONS_20260918,Kodambakkam,Kodambakkam,கோடம்பாக்கம்,,suburban_rail,railway_station,13.0516624,80.2306892,13.0516624,80.2306892,True,True,,Southern Railway,operational
OSM_RAIL_2481259006,OSM_OVERPASS,2481259006,OSM_RAIL_METRO_STATIONS_20260918,Mambalam,Mambalam,மாம்பலம்,मांबलम,suburban_rail,railway_station,13.0380662,80.2277752,13.0380662,80.2277752,True,True,,Southern Railway,operational
OSM_RAIL_2481259029,OSM_OVERPASS,2481259029,OSM_RAIL_METRO_STATIONS_20260918,Saidapet,Saidapet,சைதாப்பேட்டை,,suburban_rail,railway_station,13.0233098,80.2237191,13.0233098,80.2237191,True,True,,Southern Railway,operational
OSM_RAIL_2481969291,OSM_OVERPASS,2481969291,OSM_RAIL_METRO_STATIONS_20260918,Puratchi Thalaivar Dr. M. G. Ramachandran Central,Puratchi Thalaivar Dr. M. G. Ramachandran Central,சென்னை - புரட்சி தலைவர் டா. எம். ஜி. ராமச்சந்திரன் சென்ட்ரல்,,suburban_rail,railway_station,13.0824232,80.2759622,13.0824232,80.2759622,True,True,,Southern Railway,operational
OSM_RAIL_2486239287,OSM_OVERPASS,2486239287,OSM_RAIL_METRO_STATIONS_20260918,Chepauk,Chepauk,சேப்பாக்கம்,,mrts,mrts_station,13.0619312,80.280596,13.0619312,80.280596,True,True,,Southern Railway,operational
OSM_RAIL_2486239288,OSM_OVERPASS,2486239288,OSM_RAIL_METRO_STATIONS_20260918,Thiruvallikeni,Thiruvallikeni,,तिरुवल्लिक्केणि,suburban_rail,railway_station,13.0559352,80.2806044,13.0559352,80.2806044,True,True,,Southern Railway,operational
OSM_RAIL_2605993507,OSM_OVERPASS,2605993507,OSM_RAIL_METRO_STATIONS_20260918,Minjur,Minjur,மீஞ்சூர்,,suburban_rail,railway_station,13.2813398,80.2602441,13.2813398,80.2602441,True,True,,Southern Railway,operational
OSM_RAIL_3187977875,OSM_OVERPASS,3187977875,OSM_RAIL_METRO_STATIONS_20260918,Palavanthangal,Palavanthangal,பழவந்தாங்கல்,,suburban_rail,railway_station,12.9906385,80.1879401,12.9906385,80.1879401,True,True,,Southern Railway,operational
OSM_RAIL_3264712327,OSM_OVERPASS,3264712327,OSM_RAIL_METRO_STATIONS_20260918,Guindy,Guindy,கிண்டி,गिंडी,suburban_rail,railway_station,13.0086685,80.2126063,13.0086685,80.2126063,True,True,,Southern Railway,operational
OSM_RAIL_3678939665,OSM_OVERPASS,3678939665,OSM_RAIL_METRO_STATIONS_20260918,Avadi,Avadi,ஆவடி,आवडि,suburban_rail,railway_station,13.1182744,80.1015427,13.1182744,80.1015427,True,True,,Southern Railway,operational
OSM_RAIL_3725756379,OSM_OVERPASS,3725756379,OSM_RAIL_METRO_STATIONS_20260918,Palur,Palur,பாலூர்,,suburban_rail,railway_station,12.766346,79.9069065,12.766346,79.9069065,True,True,,Southern Railway,operational
OSM_RAIL_4221752111,OSM_OVERPASS,4221752111,OSM_RAIL_METRO_STATIONS_20260918,Saint Thomas Mount,Saint Thomas Mount,பரங்கிமலை,,suburban_rail,railway_station,12.9947654,80.1993715,12.9947654,80.1993715,True,True,,Southern Railway,operational
OSM_RAIL_4435694788,OSM_OVERPASS,4435694788,OSM_RAIL_METRO_STATIONS_20260918,Pallavaram,Pallavaram,பல்லாவரம்,पल्लावरम,suburban_rail,railway_station,12.9675742,80.1520504,12.9675742,80.1520504,True,True,,Southern Railway,operational
OSM_RAIL_4767159308,OSM_OVERPASS,4767159308,OSM_RAIL_METRO_STATIONS_20260918,Perungalattur,Perungalattur,பெருங்களத்தூர்,,suburban_rail,railway_station,12.9052432,80.095046,12.9052432,80.095046,True,True,,Southern Railway,operational
OSM_RAIL_4885083053,OSM_OVERPASS,4885083053,OSM_RAIL_METRO_STATIONS_20260918,Tirusulam,Tirusulam,திருசூலம்,,suburban_rail,railway_station,12.9804609,80.1657933,12.9804609,80.1657933,True,True,,Southern Railway,operational
OSM_RAIL_4885094689,OSM_OVERPASS,4885094689,OSM_RAIL_METRO_STATIONS_20260918,Meenambakkam,Meenambakkam,மீனம்பாக்கம்,,suburban_rail,railway_station,12.9846976,80.1750925,12.9846976,80.1750925,True,True,,Southern Railway,operational
OSM_RAIL_5227805678,OSM_OVERPASS,5227805678,OSM_RAIL_METRO_STATIONS_20260918,Nemilicherry,Nemilicherry,,,suburban_rail,railway_station,13.1217022,80.0437559,13.1217022,80.0437559,True,True,,Southern Railway,operational
OSM_RAIL_5273662388,OSM_OVERPASS,5273662388,OSM_RAIL_METRO_STATIONS_20260918,Chengalpatttu Junction,Chengalpatttu Junction,செங்கல்பட்டு சந்திப்பு,चेंगलपट्टु जंक्शन,suburban_rail,railway_station,12.6934653,79.9805157,12.6934653,79.9805157,True,True,,Southern Railway,operational
OSM_RAIL_5273733276,OSM_OVERPASS,5273733276,OSM_RAIL_METRO_STATIONS_20260918,Chromepet,Chromepet,குரோம்பேட்டை,,suburban_rail,railway_station,12.9521897,80.1411677,12.9521897,80.1411677,True,True,,Southern Railway,operational
OSM_RAIL_5273746526,OSM_OVERPASS,5273746526,OSM_RAIL_METRO_STATIONS_20260918,Kattangulathur,Kattangulathur,,,suburban_rail,railway_station,12.8055581,80.0266339,12.8055581,80.0266339,True,True,,Southern Railway,operational
OSM_RAIL_5273795372,OSM_OVERPASS,5273795372,OSM_RAIL_METRO_STATIONS_20260918,Egattur,Egattur,,,suburban_rail,railway_station,13.1071078,79.8841717,13.1071078,79.8841717,True,True,,Southern Railway,operational
OSM_RAIL_5273810375,OSM_OVERPASS,5273810375,OSM_RAIL_METRO_STATIONS_20260918,Elavur,Elavur,,एलावुर,suburban_rail,railway_station,13.4589636,80.1158917,13.4589636,80.1158917,True,True,,Southern Railway,operational
OSM_RAIL_5274094702,OSM_OVERPASS,5274094702,OSM_RAIL_METRO_STATIONS_20260918,Ennore,Ennore,எண்ணூர்,,suburban_rail,railway_station,13.2174681,80.3216013,13.2174681,80.3216013,True,True,,Southern Railway,operational
OSM_RAIL_5274201067,OSM_OVERPASS,5274201067,OSM_RAIL_METRO_STATIONS_20260918,Hindu College,Hindu College,இந்துக் கல்லூரி,,suburban_rail,railway_station,13.1184826,80.0744298,13.1184826,80.0744298,True,True,,Southern Railway,operational
OSM_RAIL_5274201086,OSM_OVERPASS,5274201086,OSM_RAIL_METRO_STATIONS_20260918,Pattabiram,Pattabiram,பட்டாபிராம்,,suburban_rail,railway_station,13.1186572,80.0649854,13.1186572,80.0649854,True,True,,Southern Railway,operational
OSM_RAIL_5274212914,OSM_OVERPASS,5274212914,OSM_RAIL_METRO_STATIONS_20260918,Pattabiram E Depot,Pattabiram E Depot,,,suburban_rail,railway_station,13.1460141,80.0686194,13.1460141,80.0686194,True,True,,Southern Railway,operational
OSM_RAIL_5274260962,OSM_OVERPASS,5274260962,OSM_RAIL_METRO_STATIONS_20260918,Guduvancheri,Guduvancheri,கூடுவாஞ்சேரி,,suburban_rail,railway_station,12.8452303,80.0576503,12.8452303,80.0576503,True,True,,Southern Railway,operational
OSM_RAIL_5274698920,OSM_OVERPASS,5274698920,OSM_RAIL_METRO_STATIONS_20260918,Karunguzhi,Karunguzhi,,,suburban_rail,railway_station,12.5321066,79.911518,12.5321066,79.911518,True,False,,Southern Railway,operational
OSM_RAIL_5274761658,OSM_OVERPASS,5274761658,OSM_RAIL_METRO_STATIONS_20260918,Korukkupet,Korukkupet,கொருக்குப்பேட்டை,,suburban_rail,railway_station,13.1194248,80.2784559,13.1194248,80.2784559,True,True,,Southern Railway,operational
OSM_RAIL_5274761659,OSM_OVERPASS,5274761659,OSM_RAIL_METRO_STATIONS_20260918,Korattur,Korattur,கொரட்டூர்,,suburban_rail,railway_station,13.1131424,80.1841521,13.1131424,80.1841521,True,True,,Southern Railway,operational
OSM_RAIL_5274913769,OSM_OVERPASS,5274913769,OSM_RAIL_METRO_STATIONS_20260918,Kotturpuram,Kotturpuram,கோட்டூர்புரம்,,suburban_rail,railway_station,13.0137182,80.2484517,13.0137182,80.2484517,True,True,,Southern Railway,operational
OSM_RAIL_5275671388,OSM_OVERPASS,5275671388,OSM_RAIL_METRO_STATIONS_20260918,Manavur,Manavur,,,suburban_rail,railway_station,13.096372,79.8012593,13.096372,79.8012593,True,True,,Southern Railway,operational
OSM_RAIL_5275790188,OSM_OVERPASS,5275790188,OSM_RAIL_METRO_STATIONS_20260918,Chennai Egmore,Chennai Egmore,சென்னை எழும்பூர்,,suburban_rail,railway_station,13.0777493,80.2612572,13.0777493,80.2612572,True,True,,Southern Railway,operational
OSM_RAIL_5276187591,OSM_OVERPASS,5276187591,OSM_RAIL_METRO_STATIONS_20260918,Perambur Carriage Works,Perambur Carriage Works,,,suburban_rail,railway_station,13.1072814,80.2388864,13.1072814,80.2388864,True,True,,Southern Railway,operational
OSM_RAIL_5276205560,OSM_OVERPASS,5276205560,OSM_RAIL_METRO_STATIONS_20260918,Perambur,Perambur,பெரம்பூர்,पेरंबूर,suburban_rail,railway_station,13.107719,80.2444143,13.107719,80.2444143,True,True,,Southern Railway,operational
OSM_RAIL_5276214842,OSM_OVERPASS,5276214842,OSM_RAIL_METRO_STATIONS_20260918,Perambur Loco Works,Perambur Loco Works,,,suburban_rail,railway_station,13.1083773,80.22584,13.1083773,80.22584,True,True,,Southern Railway,operational
OSM_RAIL_5282980467,OSM_OVERPASS,5282980467,OSM_RAIL_METRO_STATIONS_20260918,Padalam,Padalam,,,suburban_rail,railway_station,12.5900102,79.950379,12.5900102,79.950379,True,False,,Southern Railway,operational
OSM_RAIL_5286938848,OSM_OVERPASS,5286938848,OSM_RAIL_METRO_STATIONS_20260918,Senji Panambakkam,Senji Panambakkam,,,suburban_rail,railway_station,13.0945199,79.8360812,13.0945199,79.8360812,True,True,,Southern Railway,operational
OSM_RAIL_5286945822,OSM_OVERPASS,5286945822,OSM_RAIL_METRO_STATIONS_20260918,Tambaram,Tambaram,தாம்பரம்,,suburban_rail,railway_station,12.9257923,80.1179194,12.9257923,80.1179194,True,True,,Southern Railway,operational
OSM_RAIL_5286998286,OSM_OVERPASS,5286998286,OSM_RAIL_METRO_STATIONS_20260918,Tiruninravur,Tiruninravur,,,suburban_rail,railway_station,13.123994,80.0297436,13.123994,80.0297436,True,True,,Southern Railway,operational
OSM_RAIL_5286998288,OSM_OVERPASS,5286998288,OSM_RAIL_METRO_STATIONS_20260918,Tirumani,Tirumani,,,suburban_rail,railway_station,12.6658885,79.9891888,12.6658885,79.9891888,True,True,,Southern Railway,operational
OSM_RAIL_5287023930,OSM_OVERPASS,5287023930,OSM_RAIL_METRO_STATIONS_20260918,Urappakkam,Urappakkam,,,suburban_rail,railway_station,12.8673657,80.0720222,12.8673657,80.0720222,True,True,,Southern Railway,operational
OSM_RAIL_5287023932,OSM_OVERPASS,5287023932,OSM_RAIL_METRO_STATIONS_20260918,Vyasarpadi Jeeva,Vyasarpadi Jeeva,வியாசர்பாடி ஜீவா,,suburban_rail,railway_station,13.1091961,80.2572195,13.1091961,80.2572195,True,True,,Southern Railway,operational
OSM_RAIL_5287054301,OSM_OVERPASS,5287054301,OSM_RAIL_METRO_STATIONS_20260918,V.O.C. Nagar,V.O.C. Nagar,,,suburban_rail,railway_station,13.1408066,80.2876108,13.1408066,80.2876108,True,True,,Southern Railway,operational
OSM_RAIL_5306327078,OSM_OVERPASS,5306327078,OSM_RAIL_METRO_STATIONS_20260918,Otivakkam,Otivakkam,,,suburban_rail,railway_station,12.6227255,79.9752623,12.6227255,79.9752623,True,True,,Southern Railway,operational
