interchange_id,from_entity,from_name,to_entity,to_name,transfer_type,walking_distance_m,walking_time_min,confirmed,notes
INT_OSM_RAIL_141_OSM_BUS_1095,OSM_RAIL_14178350594,Madhavaram Bus Terminal Metro,OSM_BUS_10951379007,"Madhavarm APSRTC , TNSTC Bus Terminus",walking_interchange,63.8,0.9,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_141_GTFS_STOP_10,OSM_RAIL_14178350594,Madhavaram Bus Terminal Metro,GTFS_STOP_10925,M.M.B.T Madhavarm Bus Terminus,walking_interchange,75.0,1.0,False,Multimodal candidate between metro and bus.
INT_OSM_BUS_3264_GTFS_STOP_90,OSM_BUS_3264888779,Guindy Bus Stand,GTFS_STOP_9011,Guindy Metro Station,walking_interchange,243.9,3.3,False,Multimodal candidate between bus and metro.
INT_GTFS_STOP_90_GTFS_STOP_53,GTFS_STOP_9050,Little Mount Metro,GTFS_STOP_5346,Saidapet Depot,walking_interchange,225.0,3.0,False,Multimodal candidate between metro and bus.
INT_GTFS_STOP_14_GTFS_STOP_90,GTFS_STOP_1461,Guindy Bus Terminus,GTFS_STOP_9011,Guindy Metro Station,walking_interchange,189.6,2.5,False,Multimodal candidate between bus and metro.
INT_CMRL_API_693_OSM_RAIL_248,CMRL_API_6932,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,OSM_RAIL_2481258995,Chennai Park Town,walking_interchange,418.0,5.6,False,Multimodal candidate between metro and suburban_rail.
INT_CMRL_API_691_OSM_BUS_4546,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,OSM_BUS_4546369389,Paulo bus stand,walking_interchange,310.7,4.1,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_OSM_BUS_3061,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,OSM_BUS_306104406,Puratchi Thalaivar Dr. M.G.R Bus Terminus,walking_interchange,356.7,4.8,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_OSM_BUS_5318,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,OSM_BUS_5318548733,SRM Travels,walking_interchange,289.3,3.9,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_OSM_BUS_1098,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,OSM_BUS_10980207100,Koyambedu Mofussil Bus Terminal,walking_interchange,427.6,5.7,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_OSM_BUS_1159,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,OSM_BUS_11598619872,Bus to Mamallapuram,walking_interchange,335.7,4.5,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_GTFS_STOP_58,CMRL_API_6912,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro,GTFS_STOP_5822,M.G.R.Koyambedu Bus Terminus,walking_interchange,363.3,4.8,False,Multimodal candidate between metro and bus.
INT_CMRL_API_691_GTFS_STOP_10,CMRL_API_6910,Arumbakkam,GTFS_STOP_10924,M.M.D.A.Colony Terminus,walking_interchange,418.0,5.6,False,Multimodal candidate between metro and bus.
INT_CMRL_API_673_OSM_RAIL_531,CMRL_API_6733,Thiruvottriyur Theradi Metro,OSM_RAIL_5311732459,Tiruvottiyur,walking_interchange,415.2,5.5,False,Multimodal candidate between metro and suburban_rail.
INT_CMRL_API_672_GTFS_STOP_10,CMRL_API_6729,Tollgate Metro,GTFS_STOP_10931,Toll Gate Terminus,walking_interchange,323.4,4.3,False,Multimodal candidate between metro and bus.
INT_CMRL_API_672_GTFS_STOP_10,CMRL_API_6727,New Washermenpet Metro,GTFS_STOP_10465,Tondiarpet Bus Depot,walking_interchange,343.7,4.6,False,Multimodal candidate between metro and bus.
INT_CMRL_API_672_GTFS_STOP_10,CMRL_API_6727,New Washermenpet Metro,GTFS_STOP_10461,Tondiarpet Bus Depot,walking_interchange,321.6,4.3,False,Multimodal candidate between metro and bus.
INT_CMRL_API_672_GTFS_STOP_10,CMRL_API_6727,New Washermenpet Metro,GTFS_STOP_10487,Todiya Pet 2 Depot,walking_interchange,447.2,6.0,False,Multimodal candidate between metro and bus.
INT_CMRL_API_672_OSM_RAIL_527,CMRL_API_6723,Sir Thiyagaraya College Metro,OSM_RAIL_5274761658,Korukkupet,walking_interchange,384.9,5.1,False,Multimodal candidate between metro and suburban_rail.
INT_CMRL_API_709_OSM_RAIL_248,CMRL_API_7090,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro,OSM_RAIL_2481258995,Chennai Park Town,walking_interchange,418.0,5.6,False,Multimodal candidate between metro and suburban_rail.
INT_CMRL_API_669_GTFS_STOP_53,CMRL_API_6696,Little Mount,GTFS_STOP_5346,Saidapet Depot,walking_interchange,415.2,5.5,False,Multimodal candidate between metro and bus.
INT_CMRL_API_669_GTFS_STOP_11,CMRL_API_6690,OTA-Nanganallur Road,GTFS_STOP_11,Alandur Depot,walking_interchange,332.0,4.4,False,Multimodal candidate between metro and bus.
INT_CMRL_API_669_GTFS_STOP_89,CMRL_API_6690,OTA-Nanganallur Road,GTFS_STOP_8929,Alandur Depot,walking_interchange,335.9,4.5,False,Multimodal candidate between metro and bus.
INT_CMRL_API_669_GTFS_STOP_89,CMRL_API_6690,OTA-Nanganallur Road,GTFS_STOP_8928,Alandur Depot,walking_interchange,338.4,4.5,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_248_OSM_RAIL_120,OSM_RAIL_248467412,Chennai Chetpet,OSM_RAIL_1207424080,Kilpauk,walking_interchange,368.2,4.9,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_532,OSM_RAIL_248467412,Chennai Chetpet,OSM_RAIL_5329907486,Kilpauk,walking_interchange,365.9,4.9,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_532,OSM_RAIL_248467412,Chennai Chetpet,OSM_RAIL_5329907487,Kilpauk,walking_interchange,367.0,4.9,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_652_OSM_RAIL_527,OSM_RAIL_652426199,Egmore Metro,OSM_RAIL_5275790188,Chennai Egmore,walking_interchange,342.9,4.6,False,Multimodal candidate between metro and suburban_rail.
INT_OSM_RAIL_687_OSM_BUS_5318,OSM_RAIL_687175415,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_5318548733,SRM Travels,walking_interchange,305.3,4.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_687_OSM_BUS_1098,OSM_RAIL_687175415,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207098,Koyambedu Mofussil Bus Terminal,walking_interchange,347.8,4.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_687_OSM_BUS_1098,OSM_RAIL_687175415,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207099,Koyambedu Mofussil Bus Terminal,walking_interchange,336.6,4.5,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_687_OSM_BUS_1098,OSM_RAIL_687175415,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207100,Koyambedu Mofussil Bus Terminal,walking_interchange,259.9,3.5,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_248_OSM_RAIL_532,OSM_RAIL_2481258995,Chennai Park Town,OSM_RAIL_5329907502,Central Metro,walking_interchange,354.2,4.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_628,OSM_RAIL_2481258995,Chennai Park Town,OSM_RAIL_6285857250,Central Metro,walking_interchange,347.3,4.6,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_628,OSM_RAIL_2481258995,Chennai Park Town,OSM_RAIL_6285857251,Central Metro,walking_interchange,349.4,4.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_628,OSM_RAIL_2481258995,Chennai Park Town,OSM_RAIL_6285857252,Central Metro,walking_interchange,352.2,4.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_OSM_RAIL_628,OSM_RAIL_2481258995,Chennai Park Town,OSM_RAIL_6285857253,Central Metro,walking_interchange,350.6,4.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_GTFS_STOP_15,OSM_RAIL_2481258995,Chennai Park Town,GTFS_STOP_158,Central Depot,walking_interchange,390.9,5.2,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_248_GTFS_STOP_11,OSM_RAIL_2481258999,Chennai Park,GTFS_STOP_11168,M.G.R.CENTRAL METRO R.S,walking_interchange,273.8,3.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_248_GTFS_STOP_58,OSM_RAIL_2481259006,Mambalam,GTFS_STOP_5823,Thiyagarayanagar Terminus,walking_interchange,448.6,6.0,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_488_GTFS_STOP_87,OSM_RAIL_4885083053,Tirusulam,GTFS_STOP_8722,Chennai Airport Metro,walking_interchange,311.2,4.1,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_488_OSM_RAIL_531,OSM_RAIL_4885094689,Meenambakkam,OSM_RAIL_5319207346,மீனம்பாக்கம்,walking_interchange,359.5,4.8,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_488_OSM_RAIL_628,OSM_RAIL_4885094689,Meenambakkam,OSM_RAIL_6285857238,மீனம்பாக்கம்,walking_interchange,361.3,4.8,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_527_OSM_RAIL_532,OSM_RAIL_5275790188,Chennai Egmore,OSM_RAIL_5328279403,Egmore Metro,walking_interchange,341.5,4.6,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_528_GTFS_STOP_10,OSM_RAIL_5287054301,V.O.C. Nagar,GTFS_STOP_10487,Todiya Pet 2 Depot,walking_interchange,390.6,5.2,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_GTFS_STOP_15,OSM_RAIL_5311755231,Chintadaripet,GTFS_STOP_158,Central Depot,walking_interchange,346.8,4.6,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_OSM_RAIL_140,OSM_RAIL_5311755232,Light House,OSM_RAIL_14018223537,Lighthouse Metro,walking_interchange,381.0,5.1,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_OSM_BUS_3605,OSM_RAIL_5311755243,Puzhudivakkam,OSM_BUS_360562773,Puzhuthivakkam Bus Stand,walking_interchange,444.7,5.9,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_OSM_BUS_7205,OSM_RAIL_5311775880,Tambaram Sanatorium,OSM_BUS_7205568985,தாம்பரம் சானடோரியம் பேருந்து நிலையம்,walking_interchange,371.4,5.0,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_GTFS_STOP_11,OSM_RAIL_5319207355,Nanganallur Road,GTFS_STOP_11,Alandur Depot,walking_interchange,420.4,5.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_531_GTFS_STOP_89,OSM_RAIL_5319207355,Nanganallur Road,GTFS_STOP_8928,Alandur Depot,walking_interchange,399.4,5.3,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_531_GTFS_STOP_10,OSM_RAIL_5319972799,Arumbakkam,GTFS_STOP_10924,M.M.D.A.Colony Terminus,walking_interchange,388.7,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_532_OSM_BUS_3264,OSM_RAIL_5321248425,கிண்டி,OSM_BUS_3264888779,Guindy Bus Stand,walking_interchange,250.1,3.3,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_532_OSM_BUS_5318,OSM_RAIL_5321248890,CMBT,OSM_BUS_5318548733,SRM Travels,walking_interchange,305.9,4.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_532_OSM_BUS_1098,OSM_RAIL_5321248890,CMBT,OSM_BUS_10980207098,Koyambedu Mofussil Bus Terminal,walking_interchange,346.1,4.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_532_OSM_BUS_1098,OSM_RAIL_5321248890,CMBT,OSM_BUS_10980207099,Koyambedu Mofussil Bus Terminal,walking_interchange,333.4,4.4,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_532_OSM_BUS_1098,OSM_RAIL_5321248890,CMBT,OSM_BUS_10980207100,Koyambedu Mofussil Bus Terminal,walking_interchange,258.7,3.4,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_628_GTFS_STOP_11,OSM_RAIL_6285857236,Nanganallur Road,GTFS_STOP_11,Alandur Depot,walking_interchange,420.5,5.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_628_GTFS_STOP_89,OSM_RAIL_6285857236,Nanganallur Road,GTFS_STOP_8928,Alandur Depot,walking_interchange,399.9,5.3,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_628_GTFS_STOP_11,OSM_RAIL_6285857237,Nanganallur Road,GTFS_STOP_11,Alandur Depot,walking_interchange,423.5,5.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_628_GTFS_STOP_89,OSM_RAIL_6285857237,Nanganallur Road,GTFS_STOP_8928,Alandur Depot,walking_interchange,402.7,5.4,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_843_GTFS_STOP_53,OSM_RAIL_8430636817,புது வண்ணாரப்பேட்டை,GTFS_STOP_5351,Tondairpet-1 Depot,walking_interchange,357.5,4.8,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_843_GTFS_STOP_53,OSM_RAIL_8430636817,புது வண்ணாரப்பேட்டை,GTFS_STOP_5352,Tondairpet-2 Depot,walking_interchange,311.4,4.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_843_GTFS_STOP_10,OSM_RAIL_8430636817,புது வண்ணாரப்பேட்டை,GTFS_STOP_10465,Tondiarpet Bus Depot,walking_interchange,303.4,4.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_843_GTFS_STOP_10,OSM_RAIL_8430636817,புது வண்ணாரப்பேட்டை,GTFS_STOP_10461,Tondiarpet Bus Depot,walking_interchange,312.6,4.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_75,OSM_RAIL_8477103055,திருவொற்றியூர்,GTFS_STOP_7576,Thiruvottriyur Bus Terminus,walking_interchange,391.5,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_53,OSM_RAIL_8477103083,புது வண்ணாரப்பேட்டை,GTFS_STOP_5351,Tondairpet-1 Depot,walking_interchange,356.6,4.8,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_53,OSM_RAIL_8477103083,புது வண்ணாரப்பேட்டை,GTFS_STOP_5352,Tondairpet-2 Depot,walking_interchange,313.6,4.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103083,புது வண்ணாரப்பேட்டை,GTFS_STOP_10465,Tondiarpet Bus Depot,walking_interchange,303.3,4.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103083,புது வண்ணாரப்பேட்டை,GTFS_STOP_10461,Tondiarpet Bus Depot,walking_interchange,312.7,4.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_53,OSM_RAIL_8477103094,புது வண்ணாரப்பேட்டை,GTFS_STOP_5351,Tondairpet-1 Depot,walking_interchange,358.1,4.8,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_53,OSM_RAIL_8477103094,புது வண்ணாரப்பேட்டை,GTFS_STOP_5352,Tondairpet-2 Depot,walking_interchange,308.8,4.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103094,புது வண்ணாரப்பேட்டை,GTFS_STOP_10465,Tondiarpet Bus Depot,walking_interchange,303.1,4.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103094,புது வண்ணாரப்பேட்டை,GTFS_STOP_10461,Tondiarpet Bus Depot,walking_interchange,312.0,4.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_75,OSM_RAIL_8477103097,திருவொற்றியூர்,GTFS_STOP_7576,Thiruvottriyur Bus Terminus,walking_interchange,392.0,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_GTFS_STOP_10,OSM_RAIL_9592492224,அரும்பாக்கம்,GTFS_STOP_10924,M.M.D.A.Colony Terminus,walking_interchange,386.8,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_GTFS_STOP_10,OSM_RAIL_9592492225,அரும்பாக்கம்,GTFS_STOP_10924,M.M.D.A.Colony Terminus,walking_interchange,391.6,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_5318,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_5318548733,SRM Travels,walking_interchange,300.4,4.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_1098,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207098,Koyambedu Mofussil Bus Terminal,walking_interchange,352.1,4.7,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_1098,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207099,Koyambedu Mofussil Bus Terminal,walking_interchange,339.7,4.5,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_1098,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_10980207100,Koyambedu Mofussil Bus Terminal,walking_interchange,264.5,3.5,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_140_OSM_BUS_2430,OSM_RAIL_14018223531,Thirumayilai Metro,OSM_BUS_243060332,மைலாப்பூர்,walking_interchange,379.2,5.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_141_GTFS_STOP_53,OSM_RAIL_14127634035,Saligramam,GTFS_STOP_5353,Vadapalani Depot,walking_interchange,316.5,4.2,False,Multimodal candidate between metro and bus.
INT_GTFS_STOP_11_GTFS_STOP_11,GTFS_STOP_11,Alandur Depot,GTFS_STOP_11124,Nanganallur Metro,walking_interchange,330.4,4.4,False,Multimodal candidate between bus and metro.
INT_GTFS_STOP_89_GTFS_STOP_11,GTFS_STOP_8929,Alandur Depot,GTFS_STOP_11124,Nanganallur Metro,walking_interchange,383.0,5.1,False,Multimodal candidate between bus and metro.
INT_GTFS_STOP_89_GTFS_STOP_11,GTFS_STOP_8928,Alandur Depot,GTFS_STOP_11124,Nanganallur Metro,walking_interchange,310.3,4.1,False,Multimodal candidate between bus and metro.
INT_GTFS_STOP_53_GTFS_STOP_87,GTFS_STOP_5339,Kundrathur Depot,GTFS_STOP_8763,Metro Grand City2ndt Avenue,walking_interchange,401.2,5.3,False,Multimodal candidate between bus and metro.
