interchange_id,from_entity,from_name,to_entity,to_name,transfer_type,walking_distance_m,walking_time_min,confirmed,notes
INT_OSM_RAIL_528_OSM_BUS_6354,OSM_RAIL_5286998286,Tiruninravur,OSM_BUS_6354463623,Tiruninravur Bus Stand,walking_interchange,299.0,4.0,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_OSM_RAIL_843,OSM_RAIL_5311732501,Wimco Nagar,OSM_RAIL_8430636713,Wimco Nagar,walking_interchange,208.6,2.8,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_OSM_RAIL_847,OSM_RAIL_5311732501,Wimco Nagar,OSM_RAIL_8477103052,Wimco Nagar,walking_interchange,211.3,2.8,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_OSM_RAIL_847,OSM_RAIL_5311732501,Wimco Nagar,OSM_RAIL_8477103098,Wimco Nagar,walking_interchange,205.8,2.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_OSM_RAIL_140,OSM_RAIL_5311755234,Thirumayilai,OSM_RAIL_14018223531,Thirumayilai Metro,walking_interchange,160.2,2.1,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_GTFS_STOP_6,OSM_RAIL_5311755235,Mandaveli,GTFS_STOP_6,Mandaveli Bus Terminus,walking_interchange,127.3,1.7,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_531_GTFS_STOP_87,OSM_RAIL_5311755240,Taramani,GTFS_STOP_8705,Taramani Metro Station,walking_interchange,206.1,2.7,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_531_GTFS_STOP_87,OSM_RAIL_5311755240,Taramani,GTFS_STOP_8706,Taramani Metro Station,walking_interchange,224.9,3.0,False,Multimodal candidate between suburban_rail and metro.
INT_OSM_RAIL_533_OSM_RAIL_646,OSM_RAIL_5337658099,Washermanpet,OSM_RAIL_6460934200,Washermanpet,walking_interchange,169.2,2.3,False,Multimodal candidate between metro and suburban_rail.
INT_OSM_RAIL_843_GTFS_STOP_53,OSM_RAIL_8430636714,Thiruvottriyur,GTFS_STOP_5350,Thiruvottriyur Depot,walking_interchange,92.4,1.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_843_GTFS_STOP_75,OSM_RAIL_8430636714,Thiruvottriyur,GTFS_STOP_7576,Thiruvottriyur Bus Terminus,walking_interchange,391.6,5.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_GTFS_STOP_10,OSM_RAIL_9592492231,Anna Nagar East,GTFS_STOP_10901,Anna Nagar East Depot,walking_interchange,440.1,5.9,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_985_OSM_BUS_9857,OSM_RAIL_9857416360,Wimco Nagar Depot,OSM_BUS_9857416360,Wimco Nagar Depot,integrated_interchange,0.0,0.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_985_GTFS_STOP_CM,OSM_RAIL_9857416360,Wimco Nagar Depot,GTFS_STOP_CMRL_01,Wimco Nagar Depot,integrated_interchange,0.0,0.0,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_118_GTFS_STOP_10,OSM_RAIL_11822901092,Kilambakkam,GTFS_STOP_10876,Kilambakkam Depot,walking_interchange,353.4,4.7,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_118_GTFS_STOP_99,OSM_RAIL_11822901092,Kilambakkam,GTFS_STOP_9991,Kilambakkam Bus Terminus,walking_interchange,242.4,3.2,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_118_GTFS_STOP_99,OSM_RAIL_11822901092,Kilambakkam,GTFS_STOP_9992,Kilambakkam Bus Terminus,walking_interchange,164.7,2.2,False,Multimodal candidate between suburban_rail and bus.
INT_OSM_RAIL_139_GTFS_STOP_58,OSM_RAIL_13972488427,Poonamallee Bus Stand Metro,GTFS_STOP_5821,Poonamallee Bus Terminus,walking_interchange,100.9,1.3,False,Multimodal candidate between metro and bus.
