normalized_route_id,source_id,source_route_id,agency,route_short_name,route_long_name,mode,route_type,status
CMRL_BLUE_CORRIDOR_1,CMRL_API,CORRIDOR_1,CMRL,Blue Line,Wimco Nagar Depot to Chennai International Airport,metro,1,operational
CMRL_GREEN_CORRIDOR_2,CMRL_API,CORRIDOR_2,CMRL,Green Line,Puratchi Thalaivar Dr. M.G. Ramachandran Central to St. Thomas Mount,metro,1,operational
CMRL_CORRIDOR_3_PHASE2,CMRL_OFFICIAL,CORRIDOR_3,CMRL,Purple Line (Phase II),Madhavaram to SIPCOT (45.8 km),metro,1,under_construction
CMRL_CORRIDOR_4_PHASE2,CMRL_OFFICIAL,CORRIDOR_4,CMRL,Orange Line (Phase II),Lighthouse to Poonamalle Bypass (26.1 km),metro,1,under_construction
CMRL_CORRIDOR_5_PHASE2,CMRL_OFFICIAL,CORRIDOR_5,CMRL,Red Line (Phase II),Madhavaram to Sholinganallur (47.0 km),metro,1,under_construction
GTFS_ROUTE_18751,CHENNAI_COMMUNITY_GTFS,18751,MTC,29A,Anna Square TO Perambur B.T,bus,3,operational
GTFS_ROUTE_18750,CHENNAI_COMMUNITY_GTFS,18750,MTC,12G,Sathya Nagar TO Lady Willingdon College Of Education,bus,3,operational
GTFS_ROUTE_23728,CHENNAI_COMMUNITY_GTFS,23728,MTC,11 R,Royapuram TO Thiyagarayanagar,bus,3,operational
GTFS_ROUTE_18753,CHENNAI_COMMUNITY_GTFS,18753,MTC,22 CT,Anna Square TO Ayanavaram,bus,3,operational
GTFS_ROUTE_20494,CHENNAI_COMMUNITY_GTFS,20494,MTC,15 CT8,Anna Nagar West TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23729,CHENNAI_COMMUNITY_GTFS,23729,MTC,13 R,Island ground TO Thiyagarayanagar,bus,3,operational
GTFS_ROUTE_18755,CHENNAI_COMMUNITY_GTFS,18755,MTC,29A CT,Secretariat TO Perambur B.T,bus,3,operational
GTFS_ROUTE_18756,CHENNAI_COMMUNITY_GTFS,18756,MTC,29D,Vivekananda House TO Mathur M.M.D.A.,bus,3,operational
GTFS_ROUTE_18758,CHENNAI_COMMUNITY_GTFS,18758,MTC,40A CT,Anna Square TO Avadi B.T,bus,3,operational
GTFS_ROUTE_18761,CHENNAI_COMMUNITY_GTFS,18761,MTC,T23C CT,Saidapet TO Ayanavaram,bus,3,operational
GTFS_ROUTE_4946,CHENNAI_COMMUNITY_GTFS,4946,MTC,579K,Walajabad TO Tambaram,bus,3,operational
GTFS_ROUTE_11919,CHENNAI_COMMUNITY_GTFS,11919,MTC,55K,Tambaram West TO Guduvanchery,bus,3,operational
GTFS_ROUTE_20496,CHENNAI_COMMUNITY_GTFS,20496,MTC,21 CT1,Guindy Industrial  TO  Royapuram,bus,3,operational
GTFS_ROUTE_18762,CHENNAI_COMMUNITY_GTFS,18762,MTC,T23C,Thiruvanmiyur TO Ayanavaram,bus,3,operational
GTFS_ROUTE_10684,CHENNAI_COMMUNITY_GTFS,10684,MTC,104T,T.V.K.Nagar TO Otteri,bus,3,operational
GTFS_ROUTE_23732,CHENNAI_COMMUNITY_GTFS,23732,MTC,154 R1,Thyagaraya Nagar TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_18763,CHENNAI_COMMUNITY_GTFS,18763,MTC,T23C CT1,Thiruvanmiyur TO Egmore,bus,3,operational
GTFS_ROUTE_23733,CHENNAI_COMMUNITY_GTFS,23733,MTC,154 R,Poonamallee B.T TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_15885,CHENNAI_COMMUNITY_GTFS,15885,MTC,570Et,Anna Nagar West TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_13402,CHENNAI_COMMUNITY_GTFS,13402,MTC,S43,Pudur TO Villivakkam,bus,3,operational
GTFS_ROUTE_17675,CHENNAI_COMMUNITY_GTFS,17675,MTC,579K,Kilambakkam B.T TO Walajabad,bus,3,operational
GTFS_ROUTE_18764,CHENNAI_COMMUNITY_GTFS,18764,MTC,12X,Foreshore Estate TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19805,CHENNAI_COMMUNITY_GTFS,19805,MTC,S90,Tambaram West B.S TO Gundumedu,bus,3,operational
GTFS_ROUTE_12581,CHENNAI_COMMUNITY_GTFS,12581,MTC,70H,Hasthinapuram TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_11791,CHENNAI_COMMUNITY_GTFS,11791,MTC,549,Thiruvanmiyur TO Sriperumbudur,bus,3,operational
GTFS_ROUTE_17676,CHENNAI_COMMUNITY_GTFS,17676,MTC,170Tx,Kaviarasu Kannadasan Nagar TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_16303,CHENNAI_COMMUNITY_GTFS,16303,MTC,170Tx,Moolakadai TO Kilambakkam B.S,bus,3,operational
GTFS_ROUTE_15127,CHENNAI_COMMUNITY_GTFS,15127,MTC,19C,Okk.Thoraipakm Sec.Colony TO Adyar B.T,bus,3,operational
GTFS_ROUTE_17957,CHENNAI_COMMUNITY_GTFS,17957,MTC,95X,Kilambakkam B.S TO Shozhanganallur,bus,3,operational
GTFS_ROUTE_13298,CHENNAI_COMMUNITY_GTFS,13298,MTC,S25,Vadapalani TO Valasaravakkam,bus,3,operational
GTFS_ROUTE_13301,CHENNAI_COMMUNITY_GTFS,13301,MTC,S25,Valasaravakkam TO Vadapalani,bus,3,operational
GTFS_ROUTE_3516,CHENNAI_COMMUNITY_GTFS,3516,MTC,95X,Tambaram East Bus Stop TO Shozhanganallur,bus,3,operational
GTFS_ROUTE_13304,CHENNAI_COMMUNITY_GTFS,13304,MTC,S25,Valasaravakkam TO Maduravoyal Market,bus,3,operational
GTFS_ROUTE_18769,CHENNAI_COMMUNITY_GTFS,18769,MTC,88CEt,Thyagaraya Nagar TO Iyyappanthangal,bus,3,operational
GTFS_ROUTE_23735,CHENNAI_COMMUNITY_GTFS,23735,MTC,154P,Thyagaraya Nagar TO Pattur,bus,3,operational
GTFS_ROUTE_18770,CHENNAI_COMMUNITY_GTFS,18770,MTC,88CEt,Thyagaraya Nagar TO Nandambakkam Village,bus,3,operational
GTFS_ROUTE_23736,CHENNAI_COMMUNITY_GTFS,23736,MTC,154P,Pattur TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_11788,CHENNAI_COMMUNITY_GTFS,11788,MTC,549,Poonamallee B.T TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_11789,CHENNAI_COMMUNITY_GTFS,11789,MTC,549,Sriperumbudur TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_11790,CHENNAI_COMMUNITY_GTFS,11790,MTC,549,Thiruvanmiyur TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_17956,CHENNAI_COMMUNITY_GTFS,17956,MTC,99X,Kilambakkam B.S TO Semmenchery,bus,3,operational
GTFS_ROUTE_17678,CHENNAI_COMMUNITY_GTFS,17678,MTC,549,Poonamallee B.T TO Sriperumbudur,bus,3,operational
GTFS_ROUTE_17679,CHENNAI_COMMUNITY_GTFS,17679,MTC,579C,Tambaram Sanatorium TO Walajabad,bus,3,operational
GTFS_ROUTE_18783,CHENNAI_COMMUNITY_GTFS,18783,MTC,129C,Perambur B.T TO Besant Nagar,bus,3,operational
GTFS_ROUTE_18787,CHENNAI_COMMUNITY_GTFS,18787,MTC,29B CT,Madhavaram Milk Colony TO L.F.C,bus,3,operational
GTFS_ROUTE_18788,CHENNAI_COMMUNITY_GTFS,18788,MTC,29B CT,Madhavaram Milk Colony Main Gate TO Gemini,bus,3,operational
GTFS_ROUTE_18789,CHENNAI_COMMUNITY_GTFS,18789,MTC,29C CT,Perambur B.T TO Mandaveli,bus,3,operational
GTFS_ROUTE_18790,CHENNAI_COMMUNITY_GTFS,18790,MTC,29CEt CT1,Perambur B.T TO Besant Nagar,bus,3,operational
GTFS_ROUTE_18794,CHENNAI_COMMUNITY_GTFS,18794,MTC,T29C CT,Perambur Bus Terminus TO Mandaveli,bus,3,operational
GTFS_ROUTE_19820,CHENNAI_COMMUNITY_GTFS,19820,MTC,147C,Thiyagarayanagar To  Ambattur I.E,bus,3,operational
GTFS_ROUTE_18797,CHENNAI_COMMUNITY_GTFS,18797,MTC,19 CT4,Kelambakkam TO Adyar,bus,3,operational
GTFS_ROUTE_11724,CHENNAI_COMMUNITY_GTFS,11724,MTC,523,Perunthandalam TO Sholinganallur,bus,3,operational
GTFS_ROUTE_11725,CHENNAI_COMMUNITY_GTFS,11725,MTC,523,Sholinganallur TO Mullipakkam,bus,3,operational
GTFS_ROUTE_18802,CHENNAI_COMMUNITY_GTFS,18802,MTC,10E,Saidapet West TO M.G.R.Central,bus,3,operational
GTFS_ROUTE_18804,CHENNAI_COMMUNITY_GTFS,18804,MTC,500W,Saidapet West TO Tambaram West,bus,3,operational
GTFS_ROUTE_11735,CHENNAI_COMMUNITY_GTFS,11735,MTC,523A,Karumbakkam TO Thiruporur,bus,3,operational
GTFS_ROUTE_11739,CHENNAI_COMMUNITY_GTFS,11739,MTC,523A,Thiruporur TO Karumbakkam,bus,3,operational
GTFS_ROUTE_11741,CHENNAI_COMMUNITY_GTFS,11741,MTC,523A,Thiruvanmiyur TO Devi Karumariamman Temple,bus,3,operational
GTFS_ROUTE_11745,CHENNAI_COMMUNITY_GTFS,11745,MTC,523A,Thiruvanmiyur TO Karumbakkam,bus,3,operational
GTFS_ROUTE_23744,CHENNAI_COMMUNITY_GTFS,23744,MTC,3Ct,Guindy R.S TO Tidel Park,bus,3,operational
GTFS_ROUTE_12738,CHENNAI_COMMUNITY_GTFS,12738,MTC,70F,Madhavaram TO Madhavaram B.T,bus,3,operational
GTFS_ROUTE_12820,CHENNAI_COMMUNITY_GTFS,12820,MTC,77V,Ambattur I.E TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12824,CHENNAI_COMMUNITY_GTFS,12824,MTC,77V,Veppampattu E.Waran Nagar TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_10579,CHENNAI_COMMUNITY_GTFS,10579,MTC,104G,Ambattur I.E TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_23745,CHENNAI_COMMUNITY_GTFS,23745,MTC,3Ct,Tidel Park TO Guindy R.S,bus,3,operational
GTFS_ROUTE_18808,CHENNAI_COMMUNITY_GTFS,18808,MTC,27D,Ayanavaram Depot TO  Icf,bus,3,operational
GTFS_ROUTE_18816,CHENNAI_COMMUNITY_GTFS,18816,MTC,45BEt,Mugalivakkam TO Anna Square,bus,3,operational
GTFS_ROUTE_19821,CHENNAI_COMMUNITY_GTFS,19821,MTC,147C,Ambattur O.T TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_18817,CHENNAI_COMMUNITY_GTFS,18817,MTC,45B CT,Mugalivakkam Mm Temple TO Vivekananda House,bus,3,operational
GTFS_ROUTE_17501,CHENNAI_COMMUNITY_GTFS,17501,MTC,3,Thiyagaraya Nagar TO Saidapet Depot,bus,3,operational
GTFS_ROUTE_16552,CHENNAI_COMMUNITY_GTFS,16552,MTC,3,Kannagi Nagar Bus Stand TO Thiruvanmiyur Bus Stand,bus,3,operational
GTFS_ROUTE_18818,CHENNAI_COMMUNITY_GTFS,18818,MTC,45B CT1,Guindy Tvk Estate TO Anna Square,bus,3,operational
GTFS_ROUTE_18820,CHENNAI_COMMUNITY_GTFS,18820,MTC,A45B CT,Guindy Tvk Estate TO Vivekananda House,bus,3,operational
GTFS_ROUTE_18821,CHENNAI_COMMUNITY_GTFS,18821,MTC,45B CT2,Guindy Tvk Estate TO Vivekananda House,bus,3,operational
GTFS_ROUTE_20519,CHENNAI_COMMUNITY_GTFS,20519,MTC,102K CT2,Adyar B.T TO Ezhil Nagar,bus,3,operational
GTFS_ROUTE_18822,CHENNAI_COMMUNITY_GTFS,18822,MTC,45BEt CT,Cement Road TO Anna Square,bus,3,operational
GTFS_ROUTE_18823,CHENNAI_COMMUNITY_GTFS,18823,MTC,45BEt CT1,Guindy Tvk Estate TO Anna Square,bus,3,operational
GTFS_ROUTE_18824,CHENNAI_COMMUNITY_GTFS,18824,MTC,A45B CT1,Cement Road TO Anna Square,bus,3,operational
GTFS_ROUTE_18826,CHENNAI_COMMUNITY_GTFS,18826,MTC,12B CT1,Vadapalani TO Luz,bus,3,operational
GTFS_ROUTE_23750,CHENNAI_COMMUNITY_GTFS,23750,MTC,21G CT2,Kilambakkam Bus Terminus TO Besant Nagar Terminus,bus,3,operational
GTFS_ROUTE_16895,CHENNAI_COMMUNITY_GTFS,16895,MTC,51,Ngo Colony TO Tambaram West Bus Stand,bus,3,operational
GTFS_ROUTE_20520,CHENNAI_COMMUNITY_GTFS,20520,MTC,102K CT3,Adyar TO Kannagi Nagar S.C.B,bus,3,operational
GTFS_ROUTE_20521,CHENNAI_COMMUNITY_GTFS,20521,MTC,102K CT4,Ezhil Nagar TO Adyar B.T,bus,3,operational
GTFS_ROUTE_18827,CHENNAI_COMMUNITY_GTFS,18827,MTC,41D CT,Avadi B.T TO Mandaveli,bus,3,operational
GTFS_ROUTE_16906,CHENNAI_COMMUNITY_GTFS,16906,MTC,51,Thyagaraya Nagar TO Tambaram West,bus,3,operational
GTFS_ROUTE_18832,CHENNAI_COMMUNITY_GTFS,18832,MTC,95XCt R,Sholinganallur TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_16915,CHENNAI_COMMUNITY_GTFS,16915,MTC,51,Tambaram West TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_16925,CHENNAI_COMMUNITY_GTFS,16925,MTC,51,Tambaram West TO N.G.O.Colony,bus,3,operational
GTFS_ROUTE_13387,CHENNAI_COMMUNITY_GTFS,13387,MTC,S41,Ambattur I.E TO Avadi B.T,bus,3,operational
GTFS_ROUTE_13388,CHENNAI_COMMUNITY_GTFS,13388,MTC,S41,Ambedkar Statue TO Avadi B.T,bus,3,operational
GTFS_ROUTE_13389,CHENNAI_COMMUNITY_GTFS,13389,MTC,S41,Avadi B.T TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_18837,CHENNAI_COMMUNITY_GTFS,18837,MTC,2B CT,Vyasarpadi Depot TO Kaviarasu Kannadasan Nagar Bus Stand,bus,3,operational
GTFS_ROUTE_23757,CHENNAI_COMMUNITY_GTFS,23757,MTC,21G CT3,Tambaram West Bus Stand TO Besant Nagar Terminus,bus,3,operational
GTFS_ROUTE_17697,CHENNAI_COMMUNITY_GTFS,17697,MTC,S58,Thirumullaivoyal Colony TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_20527,CHENNAI_COMMUNITY_GTFS,20527,MTC,102K CT10,Kannagi Nagar S.C.B TO Adyar,bus,3,operational
GTFS_ROUTE_22449,CHENNAI_COMMUNITY_GTFS,22449,MTC,72 CT8,Royapuram TO Thiyagarayanagar,bus,3,operational
GTFS_ROUTE_17340,CHENNAI_COMMUNITY_GTFS,17340,MTC,565,Avadi TO Sriperumbudur,bus,3,operational
GTFS_ROUTE_18841,CHENNAI_COMMUNITY_GTFS,18841,MTC,2B CT1,Kaviarasu Kannadasan Nagar Bus Stand TO Vyasarpadi Depot,bus,3,operational
GTFS_ROUTE_23760,CHENNAI_COMMUNITY_GTFS,23760,MTC,21G CT2,Besant Nagar TO Kilambakkam,bus,3,operational
GTFS_ROUTE_17338,CHENNAI_COMMUNITY_GTFS,17338,MTC,565,Sriperumbudur TO Avadi,bus,3,operational
GTFS_ROUTE_18845,CHENNAI_COMMUNITY_GTFS,18845,MTC,15BEt CT,Thangal Tollgate TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_9953,CHENNAI_COMMUNITY_GTFS,9953,MTC,547,Redhills TO Siruvapuri,bus,3,operational
GTFS_ROUTE_9596,CHENNAI_COMMUNITY_GTFS,9596,MTC,S22,Iyyappanthangal TO Kovur,bus,3,operational
GTFS_ROUTE_17705,CHENNAI_COMMUNITY_GTFS,17705,MTC,79V,Tambaram Sanatorium TO Walajabad,bus,3,operational
GTFS_ROUTE_12477,CHENNAI_COMMUNITY_GTFS,12477,MTC,66K,Kilambakkam B.T TO Tambaram West,bus,3,operational
GTFS_ROUTE_17704,CHENNAI_COMMUNITY_GTFS,17704,MTC,297,Thiruvallur TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_18859,CHENNAI_COMMUNITY_GTFS,18859,MTC,101 CT3,Poonamallee TO Thangal Tollgate,bus,3,operational
GTFS_ROUTE_12855,CHENNAI_COMMUNITY_GTFS,12855,MTC,79V,Walajabad TO Tambaram Sanatorium,bus,3,operational
GTFS_ROUTE_12857,CHENNAI_COMMUNITY_GTFS,12857,MTC,79V,Tambaram West TO Venbakkam,bus,3,operational
GTFS_ROUTE_12858,CHENNAI_COMMUNITY_GTFS,12858,MTC,79V,Venbakkam TO Tambaram West,bus,3,operational
GTFS_ROUTE_17703,CHENNAI_COMMUNITY_GTFS,17703,MTC,578Et,Iyyappanthangal TO Kunnam,bus,3,operational
GTFS_ROUTE_9986,CHENNAI_COMMUNITY_GTFS,9986,MTC,580,Avadi Bus Terminus TO Siruvapuri Temple,bus,3,operational
GTFS_ROUTE_9992,CHENNAI_COMMUNITY_GTFS,9992,MTC,580,Siruvapuri Temple TO Avadi Bus Terminus,bus,3,operational
GTFS_ROUTE_18863,CHENNAI_COMMUNITY_GTFS,18863,MTC,1D,Thiruvanmiyur TO Ennore,bus,3,operational
GTFS_ROUTE_9955,CHENNAI_COMMUNITY_GTFS,9955,MTC,547,Siruvapuri TO Red Hills,bus,3,operational
GTFS_ROUTE_12145,CHENNAI_COMMUNITY_GTFS,12145,MTC,578Et,Sunguvarchathiram TO Iyyappanthangal,bus,3,operational
GTFS_ROUTE_13104,CHENNAI_COMMUNITY_GTFS,13104,MTC,D70X,Ambattur I.E TO Guindy Tvk Estate,bus,3,operational
GTFS_ROUTE_13106,CHENNAI_COMMUNITY_GTFS,13106,MTC,D70X,Ambattur I.E TO Velachery Mrts,bus,3,operational
GTFS_ROUTE_13110,CHENNAI_COMMUNITY_GTFS,13110,MTC,D70X,Velachery Mrts TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_17967,CHENNAI_COMMUNITY_GTFS,17967,MTC,570,Siruseri I.T Park TO Adyar Depot,bus,3,operational
GTFS_ROUTE_17330,CHENNAI_COMMUNITY_GTFS,17330,MTC,566,Kundrathur TO Kilambakkam,bus,3,operational
GTFS_ROUTE_12489,CHENNAI_COMMUNITY_GTFS,12489,MTC,66K,Tambaram West TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_10415,CHENNAI_COMMUNITY_GTFS,10415,MTC,166K,Kilambakkam B.T TO Kovur,bus,3,operational
GTFS_ROUTE_17329,CHENNAI_COMMUNITY_GTFS,17329,MTC,566,Kundrathur TO Thiruporur,bus,3,operational
GTFS_ROUTE_17331,CHENNAI_COMMUNITY_GTFS,17331,MTC,566,Kilambakkam TO Kundrathur,bus,3,operational
GTFS_ROUTE_9783,CHENNAI_COMMUNITY_GTFS,9783,MTC,166K,Kilambakkam B.S TO Iyyappanthangal,bus,3,operational
GTFS_ROUTE_18870,CHENNAI_COMMUNITY_GTFS,18870,MTC,4 CT,M.G.R.Central TO Ennore,bus,3,operational
GTFS_ROUTE_23764,CHENNAI_COMMUNITY_GTFS,23764,MTC,CU2 CT3,MGR Central Railway Station TO MGR CHENNAI CENTRAL,bus,3,operational
GTFS_ROUTE_18872,CHENNAI_COMMUNITY_GTFS,18872,MTC,46 CT,Ayanavaram B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_18876,CHENNAI_COMMUNITY_GTFS,18876,MTC,46G CT,M.K.B.Nagar TO Koyambedu Market,bus,3,operational
GTFS_ROUTE_23765,CHENNAI_COMMUNITY_GTFS,23765,MTC,5B,Thyagaraya Nagar TO Mylapore Tank,bus,3,operational
GTFS_ROUTE_15773,CHENNAI_COMMUNITY_GTFS,15773,MTC,147C,Kilambakkam B.T TO Ambattur I.E.,bus,3,operational
GTFS_ROUTE_18877,CHENNAI_COMMUNITY_GTFS,18877,MTC,70E CT,Ayanavaram B.T TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_18878,CHENNAI_COMMUNITY_GTFS,18878,MTC,70E,M.K.B.Nagar TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_23766,CHENNAI_COMMUNITY_GTFS,23766,MTC,5B,Mylapore TO Thiyagarayanagar,bus,3,operational
GTFS_ROUTE_17712,CHENNAI_COMMUNITY_GTFS,17712,MTC,45A,Vivekananda House TO N.G.O.Colony,bus,3,operational
GTFS_ROUTE_23768,CHENNAI_COMMUNITY_GTFS,23768,MTC,G18,Thyagaraya Nagar TO Guduvanchery,bus,3,operational
GTFS_ROUTE_20536,CHENNAI_COMMUNITY_GTFS,20536,MTC,7H CT1,Anna Nagar West TO J.J.Nagar East,bus,3,operational
GTFS_ROUTE_23769,CHENNAI_COMMUNITY_GTFS,23769,MTC,G18,Guduvanchery TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_17713,CHENNAI_COMMUNITY_GTFS,17713,MTC,M88 ct1,Amarambedu East TO Vadapalani,bus,3,operational
GTFS_ROUTE_17304,CHENNAI_COMMUNITY_GTFS,17304,MTC,570,Velachery TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23770,CHENNAI_COMMUNITY_GTFS,23770,MTC,M51,Thyagaraya Nagar TO Prathyangira Devi Temple,bus,3,operational
GTFS_ROUTE_23771,CHENNAI_COMMUNITY_GTFS,23771,MTC,597A R1,Thiruvallur TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_17311,CHENNAI_COMMUNITY_GTFS,17311,MTC,570,M.G.R.Koyambedu TO Velachery,bus,3,operational
GTFS_ROUTE_15096,CHENNAI_COMMUNITY_GTFS,15096,MTC,29E,Perambur B.T TO Otteri,bus,3,operational
GTFS_ROUTE_18884,CHENNAI_COMMUNITY_GTFS,18884,MTC,S17,Adyar B.T TO Mandaveli,bus,3,operational
GTFS_ROUTE_18885,CHENNAI_COMMUNITY_GTFS,18885,MTC,49K CT,Iyyappanthangal TO Mandaveli,bus,3,operational
GTFS_ROUTE_17715,CHENNAI_COMMUNITY_GTFS,17715,MTC,515A,Tambaram West TO Mamallapuram,bus,3,operational
GTFS_ROUTE_11610,CHENNAI_COMMUNITY_GTFS,11610,MTC,515A,Kovalam TO Tambaram West,bus,3,operational
GTFS_ROUTE_18887,CHENNAI_COMMUNITY_GTFS,18887,MTC,46G CT3,Vyasarpadi (Depot) TO M.K.B.Nagar,bus,3,operational
GTFS_ROUTE_20541,CHENNAI_COMMUNITY_GTFS,20541,MTC,7H CT5,J.J.Nagar East TO Anna Nagar West,bus,3,operational
GTFS_ROUTE_18888,CHENNAI_COMMUNITY_GTFS,18888,MTC,46G,M.K.B.Nagar TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_18889,CHENNAI_COMMUNITY_GTFS,18889,MTC,57X CT1,Vyasarpadi TO Vallalar Nagar,bus,3,operational
GTFS_ROUTE_10517,CHENNAI_COMMUNITY_GTFS,10517,MTC,188K,Katrambakkam TO Iyyappanthangal,bus,3,operational
GTFS_ROUTE_18893,CHENNAI_COMMUNITY_GTFS,18893,MTC,57X CT3,Redhills TO Periyapalayam,bus,3,operational
GTFS_ROUTE_15108,CHENNAI_COMMUNITY_GTFS,15108,MTC,29A,Secretariat TO Anna Square,bus,3,operational
GTFS_ROUTE_18895,CHENNAI_COMMUNITY_GTFS,18895,MTC,57X CT4,Vallalar Nagar TO Vyasarpadi,bus,3,operational
GTFS_ROUTE_11619,CHENNAI_COMMUNITY_GTFS,11619,MTC,515A,Thiruporur TO Tambaram West,bus,3,operational
GTFS_ROUTE_17719,CHENNAI_COMMUNITY_GTFS,17719,MTC,579A,Nehru Nagar TO Walajabad,bus,3,operational
GTFS_ROUTE_10526,CHENNAI_COMMUNITY_GTFS,10526,MTC,104A,M.G.R.Koyambedu TO Avadi B.T,bus,3,operational
GTFS_ROUTE_15890,CHENNAI_COMMUNITY_GTFS,15890,MTC,120A,Ambattur Industrial Estate TO Avadi Bus Terminus,bus,3,operational
GTFS_ROUTE_15893,CHENNAI_COMMUNITY_GTFS,15893,MTC,202X,Avadi Bus Terminus TO Tambaram West Bus Stand,bus,3,operational
GTFS_ROUTE_11690,CHENNAI_COMMUNITY_GTFS,11690,MTC,51X,Kilambakkam B.T TO Tambaram West,bus,3,operational
GTFS_ROUTE_17284,CHENNAI_COMMUNITY_GTFS,17284,MTC,142,Broadway TO Vinayagapuram,bus,3,operational
GTFS_ROUTE_12154,CHENNAI_COMMUNITY_GTFS,12154,MTC,579A,Oragadam TO Tambaram Sanatorium,bus,3,operational
GTFS_ROUTE_10515,CHENNAI_COMMUNITY_GTFS,10515,MTC,188K,Iyyappanthangal TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_15895,CHENNAI_COMMUNITY_GTFS,15895,MTC,57M,Alamathi TO Redhills,bus,3,operational
GTFS_ROUTE_17288,CHENNAI_COMMUNITY_GTFS,17288,MTC,142,Perambur TO Padiyanallur,bus,3,operational
GTFS_ROUTE_12156,CHENNAI_COMMUNITY_GTFS,12156,MTC,579A,Tambaram Sanatorium TO Oragadam,bus,3,operational
GTFS_ROUTE_13072,CHENNAI_COMMUNITY_GTFS,13072,MTC,J51,Venkadamangalam TO N.G.O.Colony,bus,3,operational
GTFS_ROUTE_11083,CHENNAI_COMMUNITY_GTFS,11083,MTC,31A,Tambaram West TO Agaramthen,bus,3,operational
GTFS_ROUTE_12165,CHENNAI_COMMUNITY_GTFS,12165,MTC,579A,Walajabad TO Nehru Nagar,bus,3,operational
GTFS_ROUTE_13074,CHENNAI_COMMUNITY_GTFS,13074,MTC,G18,Cement Road TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_13080,CHENNAI_COMMUNITY_GTFS,13080,MTC,G18,Thyagaraya Nagar TO Cement Road,bus,3,operational
GTFS_ROUTE_18905,CHENNAI_COMMUNITY_GTFS,18905,MTC,70G,Guduvanchery TO Vadapalani B.T,bus,3,operational
GTFS_ROUTE_23774,CHENNAI_COMMUNITY_GTFS,23774,MTC,19A R2,Thyagaraya Nagar TO Semmancheri S.C.B,bus,3,operational
GTFS_ROUTE_23775,CHENNAI_COMMUNITY_GTFS,23775,MTC,104C R2,M.G.R.Koyambedu TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_17276,CHENNAI_COMMUNITY_GTFS,17276,MTC,121,Tondiarpet TO Minjur,bus,3,operational
GTFS_ROUTE_10522,CHENNAI_COMMUNITY_GTFS,10522,MTC,104A,Avadi B.T TO Tambaram West,bus,3,operational
GTFS_ROUTE_10520,CHENNAI_COMMUNITY_GTFS,10520,MTC,188K,Katrambakkam TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_23776,CHENNAI_COMMUNITY_GTFS,23776,MTC,104C R1,Kilambakkam B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23777,CHENNAI_COMMUNITY_GTFS,23777,MTC,19BEt,Thaiyur Koman Nagar TO Thyagaraya Nagar,bus,3,operational
GTFS_ROUTE_17724,CHENNAI_COMMUNITY_GTFS,17724,MTC,170Tx,Kilambakkam B.S TO Moolakadai,bus,3,operational
GTFS_ROUTE_17725,CHENNAI_COMMUNITY_GTFS,17725,MTC,77T,Thirumullaivoyal Colony TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_10525,CHENNAI_COMMUNITY_GTFS,10525,MTC,188K,Thyagaraya Nagar TO Katrambakkam,bus,3,operational
GTFS_ROUTE_10251,CHENNAI_COMMUNITY_GTFS,10251,MTC,102C,Broadway TO Semmancheri S.C.B,bus,3,operational
