normalized_route_id,source_id,source_route_id,agency,route_short_name,route_long_name,mode,route_type,status
GTFS_ROUTE_23887,CHENNAI_COMMUNITY_GTFS,23887,MTC,70A R1,Avadi B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23888,CHENNAI_COMMUNITY_GTFS,23888,MTC,70A R,M.G.R.Koyambedu TO Avadi B.T,bus,3,operational
GTFS_ROUTE_17138,CHENNAI_COMMUNITY_GTFS,17138,MTC,77,Ambattur I.E TO Avadi B.T,bus,3,operational
GTFS_ROUTE_23889,CHENNAI_COMMUNITY_GTFS,23889,MTC,102X CT5,Kannagi Nagar B.S TO  Island ground Terminus,bus,3,operational
GTFS_ROUTE_23890,CHENNAI_COMMUNITY_GTFS,23890,MTC,500Et CT3,Royapuram TO Chitlapakkam,bus,3,operational
GTFS_ROUTE_19089,CHENNAI_COMMUNITY_GTFS,19089,MTC,70V CT3,M.G.R.Koyambedu TO Tambaram West,bus,3,operational
GTFS_ROUTE_23892,CHENNAI_COMMUNITY_GTFS,23892,MTC,60H R1,Guduvanchery TO Sankara Health Centre,bus,3,operational
GTFS_ROUTE_23893,CHENNAI_COMMUNITY_GTFS,23893,MTC,60H R4,Sankara Health Centre TO Guduvanchery,bus,3,operational
GTFS_ROUTE_10214,CHENNAI_COMMUNITY_GTFS,10214,MTC,23C,Greams Road TO Besant Nagar,bus,3,operational
GTFS_ROUTE_23895,CHENNAI_COMMUNITY_GTFS,23895,MTC,10A CT1,Saidapet West TO  Royapuram,bus,3,operational
GTFS_ROUTE_23896,CHENNAI_COMMUNITY_GTFS,23896,MTC,10A CT,Royapuram TO Saidapet West,bus,3,operational
GTFS_ROUTE_17480,CHENNAI_COMMUNITY_GTFS,17480,MTC,102C,M.G.R.Central TO Semmancheri,bus,3,operational
GTFS_ROUTE_19099,CHENNAI_COMMUNITY_GTFS,19099,MTC,54E,Dms TO Meppur,bus,3,operational
GTFS_ROUTE_19100,CHENNAI_COMMUNITY_GTFS,19100,MTC,54E,Meppur TO Dms,bus,3,operational
GTFS_ROUTE_19101,CHENNAI_COMMUNITY_GTFS,19101,MTC,54E CT,Poonamallee B.T TO Meppur,bus,3,operational
GTFS_ROUTE_10303,CHENNAI_COMMUNITY_GTFS,10303,MTC,154E,Ekkattuthangal TO Vellavedu,bus,3,operational
GTFS_ROUTE_10304,CHENNAI_COMMUNITY_GTFS,10304,MTC,154E,Vellavedu TO Ekkattuthangal,bus,3,operational
GTFS_ROUTE_10305,CHENNAI_COMMUNITY_GTFS,10305,MTC,154E,Saidapet TO Vellavedu,bus,3,operational
GTFS_ROUTE_19102,CHENNAI_COMMUNITY_GTFS,19102,MTC,54E,Meppur TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_10419,CHENNAI_COMMUNITY_GTFS,10419,MTC,16J,Iyyappanthangal TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19885,CHENNAI_COMMUNITY_GTFS,19885,MTC,S75 CT2,Ambattur O.T  TO Padi Lucas T.V.S,bus,3,operational
GTFS_ROUTE_23897,CHENNAI_COMMUNITY_GTFS,23897,MTC,10A R,Saidapet West TO Thangal Tollgate,bus,3,operational
GTFS_ROUTE_19886,CHENNAI_COMMUNITY_GTFS,19886,MTC,S75 CT2,Padi Lucas T.V.S TO Ambattur O.T,bus,3,operational
GTFS_ROUTE_12841,CHENNAI_COMMUNITY_GTFS,12841,MTC,88L,Vadapalani TO Periya Colony,bus,3,operational
GTFS_ROUTE_19889,CHENNAI_COMMUNITY_GTFS,19889,MTC,48B,Vallalar Nagar TO Pudur,bus,3,operational
GTFS_ROUTE_19888,CHENNAI_COMMUNITY_GTFS,19888,MTC,48B CT6,Pudur TO Ayanavaram B.T,bus,3,operational
GTFS_ROUTE_17818,CHENNAI_COMMUNITY_GTFS,17818,MTC,57,Vyasarpadi TO Vallalar Nagar,bus,3,operational
GTFS_ROUTE_10578,CHENNAI_COMMUNITY_GTFS,10578,MTC,104F,Madhavaram B.T TO Madhavaram,bus,3,operational
GTFS_ROUTE_12540,CHENNAI_COMMUNITY_GTFS,12540,MTC,65B,Poonamallee B.T TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_12538,CHENNAI_COMMUNITY_GTFS,12538,MTC,65B,Ambattur I.E TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_4465,CHENNAI_COMMUNITY_GTFS,4465,MTC,202,Tambaram West Bus Stand TO Avadi Bus Terminus,bus,3,operational
GTFS_ROUTE_17824,CHENNAI_COMMUNITY_GTFS,17824,MTC,114S,Moolakadai TO Seemavaram,bus,3,operational
GTFS_ROUTE_17825,CHENNAI_COMMUNITY_GTFS,17825,MTC,120A,Ambattur I.E TO Arakkambakkam,bus,3,operational
GTFS_ROUTE_23898,CHENNAI_COMMUNITY_GTFS,23898,MTC,10A R1,Thangal Tollgate TO Saidapet West,bus,3,operational
GTFS_ROUTE_23899,CHENNAI_COMMUNITY_GTFS,23899,MTC,10E CT2,Ekkattuthangal TO  Royapuram,bus,3,operational
GTFS_ROUTE_17823,CHENNAI_COMMUNITY_GTFS,17823,MTC,57,Redhills TO Vyasarpadi,bus,3,operational
GTFS_ROUTE_19119,CHENNAI_COMMUNITY_GTFS,19119,MTC,54S CT3,Saidapet TO Porur,bus,3,operational
GTFS_ROUTE_23901,CHENNAI_COMMUNITY_GTFS,23901,MTC,111 CT,K.K.Nagar TO Thiruverkadu,bus,3,operational
GTFS_ROUTE_12372,CHENNAI_COMMUNITY_GTFS,12372,MTC,592V,Redhills TO Vengal,bus,3,operational
GTFS_ROUTE_23902,CHENNAI_COMMUNITY_GTFS,23902,MTC,111,Thiruverkadu Terminus TO Tambaraam West Bus Stand,bus,3,operational
GTFS_ROUTE_23903,CHENNAI_COMMUNITY_GTFS,23903,MTC,111,Tambaram West TO Thiruverkadu,bus,3,operational
GTFS_ROUTE_23904,CHENNAI_COMMUNITY_GTFS,23904,MTC,11G R,K.K.Nagar TO  Royapuram,bus,3,operational
GTFS_ROUTE_17826,CHENNAI_COMMUNITY_GTFS,17826,MTC,114S,Redhills TO Seemavaram,bus,3,operational
GTFS_ROUTE_19120,CHENNAI_COMMUNITY_GTFS,19120,MTC,54S CT4,Saidapet TO Vadakku Malaiambakkam,bus,3,operational
GTFS_ROUTE_19891,CHENNAI_COMMUNITY_GTFS,19891,MTC,547A,Vallalar Nagar TO Periyapalayam,bus,3,operational
GTFS_ROUTE_23905,CHENNAI_COMMUNITY_GTFS,23905,MTC,11G R1,Royapuram TO K.K.Nagar,bus,3,operational
GTFS_ROUTE_19121,CHENNAI_COMMUNITY_GTFS,19121,MTC,54S CT2,Vadakku Malaiambakkam TO Saidapet,bus,3,operational
GTFS_ROUTE_23906,CHENNAI_COMMUNITY_GTFS,23906,MTC,11G CT1,K.K.Nagar TO MGR CHENNAI CENTRAL,bus,3,operational
GTFS_ROUTE_17834,CHENNAI_COMMUNITY_GTFS,17834,MTC,114S,Seemavaram TO Redhills,bus,3,operational
GTFS_ROUTE_23908,CHENNAI_COMMUNITY_GTFS,23908,MTC,12G R1,K.K.Nagar TO Anna Square,bus,3,operational
GTFS_ROUTE_20607,CHENNAI_COMMUNITY_GTFS,20607,MTC,102X CT4,Adyar TO Thiruporur,bus,3,operational
GTFS_ROUTE_10600,CHENNAI_COMMUNITY_GTFS,10600,MTC,27B,Anna Square TO Vadapalani,bus,3,operational
GTFS_ROUTE_4942,CHENNAI_COMMUNITY_GTFS,4942,MTC,95X,Shozhanganallur TO Tambaram East,bus,3,operational
GTFS_ROUTE_18093,CHENNAI_COMMUNITY_GTFS,18093,MTC,592V,Padiyanallur TO Redhills,bus,3,operational
GTFS_ROUTE_10400,CHENNAI_COMMUNITY_GTFS,10400,MTC,26B,Mangadu TO Iyappanthangal,bus,3,operational
GTFS_ROUTE_23909,CHENNAI_COMMUNITY_GTFS,23909,MTC,12G R,Anna Square TO K.K.Nagar,bus,3,operational
GTFS_ROUTE_12784,CHENNAI_COMMUNITY_GTFS,12784,MTC,77A,Ambattur I.E TO Ayappakkam Tnhb,bus,3,operational
GTFS_ROUTE_23910,CHENNAI_COMMUNITY_GTFS,23910,MTC,153A R,M.G.R.Koyambedu TO Thiruvallur,bus,3,operational
GTFS_ROUTE_23911,CHENNAI_COMMUNITY_GTFS,23911,MTC,153A CT7,Thiruvallur TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_18091,CHENNAI_COMMUNITY_GTFS,18091,MTC,592V,Vengal TO Vallalar Nagar,bus,3,operational
GTFS_ROUTE_18092,CHENNAI_COMMUNITY_GTFS,18092,MTC,592V,Redhills TO Padiyanallur,bus,3,operational
GTFS_ROUTE_17837,CHENNAI_COMMUNITY_GTFS,17837,MTC,120A,Koyambedu Market TO Arakkambakkam,bus,3,operational
GTFS_ROUTE_10176,CHENNAI_COMMUNITY_GTFS,10176,MTC,147V,Venkatachalam Nagar TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_17839,CHENNAI_COMMUNITY_GTFS,17839,MTC,T29C,Perambur TO Vyasarpadi depot,bus,3,operational
GTFS_ROUTE_23912,CHENNAI_COMMUNITY_GTFS,23912,MTC,153A R1,Thiruvallur TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23913,CHENNAI_COMMUNITY_GTFS,23913,MTC,18ACT R1,Tambaram West TO Royapuram,bus,3,operational
GTFS_ROUTE_8631,CHENNAI_COMMUNITY_GTFS,8631,MTC,29C,Adyar B.S TO Kilambakkam B.S,bus,3,operational
GTFS_ROUTE_19892,CHENNAI_COMMUNITY_GTFS,19892,MTC,547A CT2,Redhills TO Periyapalayam,bus,3,operational
GTFS_ROUTE_18098,CHENNAI_COMMUNITY_GTFS,18098,MTC,592V,Vallalar Nagar TO Vengal,bus,3,operational
GTFS_ROUTE_19893,CHENNAI_COMMUNITY_GTFS,19893,MTC,547A CT1,Periyapalayam TO Redhills,bus,3,operational
GTFS_ROUTE_17840,CHENNAI_COMMUNITY_GTFS,17840,MTC,T29C,M.K.B.Nagar TO Perambur Bus Terminus,bus,3,operational
GTFS_ROUTE_19124,CHENNAI_COMMUNITY_GTFS,19124,MTC,553K,Poonamallee B.T TO Sunguvarchathiram,bus,3,operational
GTFS_ROUTE_10604,CHENNAI_COMMUNITY_GTFS,10604,MTC,27B,Vadapalani TO Anna Square,bus,3,operational
GTFS_ROUTE_23914,CHENNAI_COMMUNITY_GTFS,23914,MTC,18ACT R,Royapuram TO Tambaram West,bus,3,operational
GTFS_ROUTE_17847,CHENNAI_COMMUNITY_GTFS,17847,MTC,29CEt CT,Otteri TO Perambur B.T,bus,3,operational
GTFS_ROUTE_23915,CHENNAI_COMMUNITY_GTFS,23915,MTC,18K R1,Saidapet West TO  Royapuram terminus,bus,3,operational
GTFS_ROUTE_19125,CHENNAI_COMMUNITY_GTFS,19125,MTC,553K,Sunguvarchathiram TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_23916,CHENNAI_COMMUNITY_GTFS,23916,MTC,18K R,Royapuram TO Saidapet West,bus,3,operational
GTFS_ROUTE_12301,CHENNAI_COMMUNITY_GTFS,12301,MTC,5S,Kannagi Nagar S.C.B TO Saidapet,bus,3,operational
GTFS_ROUTE_17489,CHENNAI_COMMUNITY_GTFS,17489,MTC,566,Thiruporur Bs TO Kundrathur,bus,3,operational
GTFS_ROUTE_11278,CHENNAI_COMMUNITY_GTFS,11278,MTC,38C,Vivekananda House TO T.V.K.Nagar,bus,3,operational
GTFS_ROUTE_19130,CHENNAI_COMMUNITY_GTFS,19130,MTC,578Et CT2,Poonamallee B.T TO Sunguvarchathiram,bus,3,operational
GTFS_ROUTE_10934,CHENNAI_COMMUNITY_GTFS,10934,MTC,121Ct,M.M.B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12302,CHENNAI_COMMUNITY_GTFS,12302,MTC,5S,Kannagi Nagar S.C.B TO Velachery B.T,bus,3,operational
GTFS_ROUTE_12303,CHENNAI_COMMUNITY_GTFS,12303,MTC,5S,Saidapet TO Kannagi Nagar S.C.B,bus,3,operational
GTFS_ROUTE_12304,CHENNAI_COMMUNITY_GTFS,12304,MTC,5S,Velachery B.T TO Kannagi Nagar S.C.B,bus,3,operational
GTFS_ROUTE_19131,CHENNAI_COMMUNITY_GTFS,19131,MTC,578Et CT2,Sunguvarchathiram TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_23917,CHENNAI_COMMUNITY_GTFS,23917,MTC,570Et,M.G.R.Koyambedu TO Thiruporur,bus,3,operational
GTFS_ROUTE_12785,CHENNAI_COMMUNITY_GTFS,12785,MTC,77A,Ayappakkam Tnhb TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_17864,CHENNAI_COMMUNITY_GTFS,17864,MTC,19D,Perumbakkam Scb TO Semmancheri Bus Stand,bus,3,operational
GTFS_ROUTE_23918,CHENNAI_COMMUNITY_GTFS,23918,MTC,570Et,Thiruporur TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19142,CHENNAI_COMMUNITY_GTFS,19142,MTC,102C CT2,Santhome Church TO Semmancheri,bus,3,operational
GTFS_ROUTE_23919,CHENNAI_COMMUNITY_GTFS,23919,MTC,70V R1,M.G.R.Koyambedu TO Kilambakkam B.T,bus,3,operational
GTFS_ROUTE_17865,CHENNAI_COMMUNITY_GTFS,17865,MTC,19D,Adyar Old Depot TO Besant Nagar Terminus,bus,3,operational
GTFS_ROUTE_20611,CHENNAI_COMMUNITY_GTFS,20611,MTC,102X CT6,M.G.R.Central TO Thiruporur,bus,3,operational
GTFS_ROUTE_12488,CHENNAI_COMMUNITY_GTFS,12488,MTC,66K,Nehru Nagar TO Kundrathur B.T,bus,3,operational
GTFS_ROUTE_23920,CHENNAI_COMMUNITY_GTFS,23920,MTC,70V R,Kilambakkam TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_17870,CHENNAI_COMMUNITY_GTFS,17870,MTC,170Tx,M.G.R.Koyambedu TO Kilambakkam Bus Terminus,bus,3,operational
GTFS_ROUTE_19150,CHENNAI_COMMUNITY_GTFS,19150,MTC,3 CT1,Thiruvanmiyur Bus Stand TO Kannagi Nagar Bus Stand,bus,3,operational
GTFS_ROUTE_19151,CHENNAI_COMMUNITY_GTFS,19151,MTC,3 CT3,Thiruvanmiyur B.S To  Guindy B.S,bus,3,operational
GTFS_ROUTE_12111,CHENNAI_COMMUNITY_GTFS,12111,MTC,572A,Avadi B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23921,CHENNAI_COMMUNITY_GTFS,23921,MTC,88D R1,Saidapet West TO Kundrathur B.T,bus,3,operational
GTFS_ROUTE_11137,CHENNAI_COMMUNITY_GTFS,11137,MTC,29AEX,Peravallur Kumaran Nagar TO Perambur B.T,bus,3,operational
GTFS_ROUTE_17873,CHENNAI_COMMUNITY_GTFS,17873,MTC,170Tx,Kilambakkam Bus Terminus TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12112,CHENNAI_COMMUNITY_GTFS,12112,MTC,572A,Avadi B.T TO Thiruvallur Collector Office,bus,3,operational
GTFS_ROUTE_19155,CHENNAI_COMMUNITY_GTFS,19155,MTC,91,Thiruvanmiyur TO Adyar,bus,3,operational
GTFS_ROUTE_8640,CHENNAI_COMMUNITY_GTFS,8640,MTC,29C,Kilambakkam B.S TO Adyar B.S,bus,3,operational
GTFS_ROUTE_23922,CHENNAI_COMMUNITY_GTFS,23922,MTC,88D R,Kundrathur B.T TO Saidapet West,bus,3,operational
GTFS_ROUTE_12113,CHENNAI_COMMUNITY_GTFS,12113,MTC,572A,M.G.R.Koyambedu TO Avadi B.T,bus,3,operational
GTFS_ROUTE_12115,CHENNAI_COMMUNITY_GTFS,12115,MTC,572A,Thiruvallur Collector Office TO Avadi B.T,bus,3,operational
GTFS_ROUTE_17874,CHENNAI_COMMUNITY_GTFS,17874,MTC,170Tx,Kilambakkam Bus Terminus TO M.K.B.Nagar,bus,3,operational
GTFS_ROUTE_12787,CHENNAI_COMMUNITY_GTFS,12787,MTC,77A,Ayappakkam Tnhb TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12490,CHENNAI_COMMUNITY_GTFS,12490,MTC,66K,Tambaram West TO Kundrathur B.T,bus,3,operational
GTFS_ROUTE_23923,CHENNAI_COMMUNITY_GTFS,23923,MTC,M70 CT1,K.K.Nagar TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_17886,CHENNAI_COMMUNITY_GTFS,17886,MTC,557AE,Redhills Bus Terminus TO Annamalaichery,bus,3,operational
GTFS_ROUTE_19160,CHENNAI_COMMUNITY_GTFS,19160,MTC,66P CT8,Kilambakkam B.S TO Sriperumbudur,bus,3,operational
GTFS_ROUTE_19162,CHENNAI_COMMUNITY_GTFS,19162,MTC,91K CT,Thiruvanmiyur Bus Stand TO Tambaram West Bus Stand,bus,3,operational
GTFS_ROUTE_19163,CHENNAI_COMMUNITY_GTFS,19163,MTC,95X CT1,Thiruvanmiyur Depot  TO  Kilambakkam Bus Terminus,bus,3,operational
GTFS_ROUTE_10933,CHENNAI_COMMUNITY_GTFS,10933,MTC,121Ct,M.G.R.Koyambedu TO M.M.B.T,bus,3,operational
GTFS_ROUTE_23924,CHENNAI_COMMUNITY_GTFS,23924,MTC,M70 R,M.G.R.Koyambedu TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_17892,CHENNAI_COMMUNITY_GTFS,17892,MTC,54S,Saidapet TO Poonamallee,bus,3,operational
GTFS_ROUTE_12782,CHENNAI_COMMUNITY_GTFS,12782,MTC,77K,Ambattur I.E TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19164,CHENNAI_COMMUNITY_GTFS,19164,MTC,95X CT,Thiruvanmiyur Bus Stand to  Semmancheri Bus Terminus,bus,3,operational
GTFS_ROUTE_23925,CHENNAI_COMMUNITY_GTFS,23925,MTC,M70 R1,Thiruvanmiyur TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_20614,CHENNAI_COMMUNITY_GTFS,20614,MTC,102X CT8,Thiruvanmiyur TO Thiruporur,bus,3,operational
GTFS_ROUTE_19905,CHENNAI_COMMUNITY_GTFS,19905,MTC,51B,Saidapet TO Karanai,bus,3,operational
GTFS_ROUTE_11713,CHENNAI_COMMUNITY_GTFS,11713,MTC,523,Mullipakkam TO Sholinganallur,bus,3,operational
GTFS_ROUTE_19906,CHENNAI_COMMUNITY_GTFS,19906,MTC,51B R,Karanai TO Saidapet,bus,3,operational
GTFS_ROUTE_19175,CHENNAI_COMMUNITY_GTFS,19175,MTC,121A CT,Annanagar East TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19176,CHENNAI_COMMUNITY_GTFS,19176,MTC,121C CT,Annanagar East TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_23929,CHENNAI_COMMUNITY_GTFS,23929,MTC,102X CT10,Thiruvanmiyur Depot TO Island ground Terminus,bus,3,operational
GTFS_ROUTE_18103,CHENNAI_COMMUNITY_GTFS,18103,MTC,37Ct,Dasarathapuram TO Vallalar Nagar,bus,3,operational
GTFS_ROUTE_19177,CHENNAI_COMMUNITY_GTFS,19177,MTC,121D CT,Annanagar East TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_11729,CHENNAI_COMMUNITY_GTFS,11729,MTC,523,Thiruvanmiyur TO Mullipakkam,bus,3,operational
GTFS_ROUTE_19178,CHENNAI_COMMUNITY_GTFS,19178,MTC,159K CT,Annanagar East TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19179,CHENNAI_COMMUNITY_GTFS,19179,MTC,46G CT1,Annanagar East TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19180,CHENNAI_COMMUNITY_GTFS,19180,MTC,49F CT2,Guindy Bus Terminus TO Mandaveli Bus Terminus,bus,3,operational
GTFS_ROUTE_17087,CHENNAI_COMMUNITY_GTFS,17087,MTC,78,Velachery TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_19181,CHENNAI_COMMUNITY_GTFS,19181,MTC,49F CT1,Mandaveli Bus Terminus TO Guindy Bus Terminus,bus,3,operational
GTFS_ROUTE_17093,CHENNAI_COMMUNITY_GTFS,17093,MTC,78,M.G.R.Koyambedu TO Vadapalani,bus,3,operational
GTFS_ROUTE_11087,CHENNAI_COMMUNITY_GTFS,11087,MTC,31B,Tambaram West TO Kandigai Junction,bus,3,operational
GTFS_ROUTE_10595,CHENNAI_COMMUNITY_GTFS,10595,MTC,27B,Ambattur I.E TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12494,CHENNAI_COMMUNITY_GTFS,12494,MTC,66A,Kundrathur B.T TO Hasthinapuram,bus,3,operational
GTFS_ROUTE_16226,CHENNAI_COMMUNITY_GTFS,16226,MTC,T29C,Sterling Road TO Perambur Bus Terminus,bus,3,operational
GTFS_ROUTE_17100,CHENNAI_COMMUNITY_GTFS,17100,MTC,78,Besant Nagar TO Thirumangalam,bus,3,operational
GTFS_ROUTE_17104,CHENNAI_COMMUNITY_GTFS,17104,MTC,78,Thiruvanmiyur TO Kilambakkam,bus,3,operational
GTFS_ROUTE_17089,CHENNAI_COMMUNITY_GTFS,17089,MTC,78,Thiruvanmiyur TO Velachery,bus,3,operational
GTFS_ROUTE_17096,CHENNAI_COMMUNITY_GTFS,17096,MTC,78,M.G.R.Koyambedu TO K.K.Nagar,bus,3,operational
GTFS_ROUTE_17105,CHENNAI_COMMUNITY_GTFS,17105,MTC,78,Kilambakkam TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_15089,CHENNAI_COMMUNITY_GTFS,15089,MTC,29Et,Queen Marys College TO Vinayagapuram,bus,3,operational
GTFS_ROUTE_10597,CHENNAI_COMMUNITY_GTFS,10597,MTC,27B,Avadi B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12724,CHENNAI_COMMUNITY_GTFS,12724,MTC,70E,Kilambakkam B.T TO Ayanavaram B.T,bus,3,operational
GTFS_ROUTE_12725,CHENNAI_COMMUNITY_GTFS,12725,MTC,70E,Kilambakkam B.T TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_19188,CHENNAI_COMMUNITY_GTFS,19188,MTC,S26 CT1,Adyar Gandhi Nagar TO  Ashok Pillar,bus,3,operational
GTFS_ROUTE_19190,CHENNAI_COMMUNITY_GTFS,19190,MTC,19 CT,Adyar TO Thiyagaraya Nagar,bus,3,operational
GTFS_ROUTE_23931,CHENNAI_COMMUNITY_GTFS,23931,MTC,5C CT1,Mgr Central Railway Station TO  Taramani Bus Terminus,bus,3,operational
GTFS_ROUTE_23932,CHENNAI_COMMUNITY_GTFS,23932,MTC,102S CT1,Island ground Terminus TO  Kelambakkam Bus Terminal,bus,3,operational
GTFS_ROUTE_23933,CHENNAI_COMMUNITY_GTFS,23933,MTC,102S CT3,Kelambakkam Bus Terminal TO  Island ground Terminus,bus,3,operational
GTFS_ROUTE_18117,CHENNAI_COMMUNITY_GTFS,18117,MTC,101,M.G.R.Koyambedu TO Annanagar East,bus,3,operational
GTFS_ROUTE_18116,CHENNAI_COMMUNITY_GTFS,18116,MTC,104,Ambattur Industrial TO Redhills Bus Terminus,bus,3,operational
GTFS_ROUTE_23934,CHENNAI_COMMUNITY_GTFS,23934,MTC,102S CT2,Kannagi Nagar Depot TO  Island ground Terminus,bus,3,operational
GTFS_ROUTE_12726,CHENNAI_COMMUNITY_GTFS,12726,MTC,70E,Kilambakkam B.T TO M.K.B.Nagar,bus,3,operational
GTFS_ROUTE_11172,CHENNAI_COMMUNITY_GTFS,11172,MTC,29C,S.M.C TO Perambur B.T,bus,3,operational
GTFS_ROUTE_19191,CHENNAI_COMMUNITY_GTFS,19191,MTC,C56CEt CT,Air Nagar TO Ennore B.S,bus,3,operational
GTFS_ROUTE_18120,CHENNAI_COMMUNITY_GTFS,18120,MTC,164 CT,M.K.B.Nagar TO Minjur B.S,bus,3,operational
GTFS_ROUTE_23935,CHENNAI_COMMUNITY_GTFS,23935,MTC,553W,Saidapet West TO Sriperumbudur,bus,3,operational
GTFS_ROUTE_23936,CHENNAI_COMMUNITY_GTFS,23936,MTC,553W,Sriperumbudur TO Saidapet West,bus,3,operational
GTFS_ROUTE_18129,CHENNAI_COMMUNITY_GTFS,18129,MTC,57A,Budur Hospital TO Redhills Market,bus,3,operational
GTFS_ROUTE_18130,CHENNAI_COMMUNITY_GTFS,18130,MTC,51X CT,Kilambakkam B.S TO Saidapet,bus,3,operational
GTFS_ROUTE_12788,CHENNAI_COMMUNITY_GTFS,12788,MTC,77A,M.G.R.Koyambedu TO Ayappakkam Tnhb,bus,3,operational
GTFS_ROUTE_11093,CHENNAI_COMMUNITY_GTFS,11093,MTC,31M,Madurapakkam TO Tambaram West,bus,3,operational
GTFS_ROUTE_6810,CHENNAI_COMMUNITY_GTFS,6810,MTC,51A,Saidapet Depot TO Saidapet Metro,bus,3,operational
GTFS_ROUTE_19197,CHENNAI_COMMUNITY_GTFS,19197,MTC,MAA1 CT,Cement Road TO Airport,bus,3,operational
GTFS_ROUTE_23937,CHENNAI_COMMUNITY_GTFS,23937,MTC,78,M.G.R.Koyambedu TO Thiruvanmiyur,bus,3,operational
GTFS_ROUTE_19198,CHENNAI_COMMUNITY_GTFS,19198,MTC,MAA2,Cement Road TO Airport,bus,3,operational
GTFS_ROUTE_19199,CHENNAI_COMMUNITY_GTFS,19199,MTC,32A CT,Vivekananda House TO Thangal Tollgate,bus,3,operational
GTFS_ROUTE_19202,CHENNAI_COMMUNITY_GTFS,19202,MTC,525 R1,Sunguvarchathiram TO Poonamallee B.T,bus,3,operational
GTFS_ROUTE_17051,CHENNAI_COMMUNITY_GTFS,17051,MTC,89,Somangalam TO Porur,bus,3,operational
GTFS_ROUTE_17060,CHENNAI_COMMUNITY_GTFS,17060,MTC,89,Iyyappanthangal TO Somangalam,bus,3,operational
GTFS_ROUTE_17056,CHENNAI_COMMUNITY_GTFS,17056,MTC,89,Kundrathur TO Somangalam,bus,3,operational
GTFS_ROUTE_23938,CHENNAI_COMMUNITY_GTFS,23938,MTC,78,Thiruvanmiyur TO M.G.R.Koyambedu,bus,3,operational
GTFS_ROUTE_12537,CHENNAI_COMMUNITY_GTFS,12537,MTC,65CCt,Pakkam Village TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_12796,CHENNAI_COMMUNITY_GTFS,12796,MTC,77Ct,Ambattur I.E TO Venkatachalam Nagar,bus,3,operational
GTFS_ROUTE_12798,CHENNAI_COMMUNITY_GTFS,12798,MTC,77Ct,M.G.R.Koyambedu TO Venkatachalam Nagar,bus,3,operational
GTFS_ROUTE_23939,CHENNAI_COMMUNITY_GTFS,23939,MTC,F70,Guindy Tvk Estate TO Pattabiram,bus,3,operational
GTFS_ROUTE_10602,CHENNAI_COMMUNITY_GTFS,10602,MTC,27B,M.G.R.Koyambedu TO Ambattur I.E,bus,3,operational
GTFS_ROUTE_17052,CHENNAI_COMMUNITY_GTFS,17052,MTC,89,Porur TO Somangalam,bus,3,operational
GTFS_ROUTE_17053,CHENNAI_COMMUNITY_GTFS,17053,MTC,89,Somangalam TO Kundrathur,bus,3,operational
GTFS_ROUTE_17058,CHENNAI_COMMUNITY_GTFS,17058,MTC,89,Somangalam TO Iyyappanthangal,bus,3,operational
GTFS_ROUTE_19204,CHENNAI_COMMUNITY_GTFS,19204,MTC,525 CT,Vadapalani TO Sunguvarchathiram,bus,3,operational
GTFS_ROUTE_23940,CHENNAI_COMMUNITY_GTFS,23940,MTC,F70,Pattabiram TO Guindy Tvk Estate,bus,3,operational
