entity_id,canonical_name,candidate_alias,candidate_type,language,source_if_any,requires_human_confirmation
OSM_BUS_243060332,மைலாப்பூர்,மைலாப்பூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_407981751,Luz Corner,லஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_410615353,Luz Corner,லஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_13839624069,மயிலாப்பூர் டேங்க்,மயிலாப்பூர் டேங்க்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_14018223531,Thirumayilai Metro,திருமயிலை மெட்ரோ,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_301736165,ஆழ்வார் பேட்டை,ஆழ்வார் பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_343721497,ஆழ்வார் பேட்டை,ஆழ்வார் பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_418116043,Narada Gana Sabha,நாரத கான சபா,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_418116044,Narada Gana Sabha,நாரத கான சபா,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5631301112,ஆழ்வார் பேட்டை,ஆழ்வார் பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5631301113,ஆழ்வார் பேட்டை,ஆழ்வார் பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215471942,AVM Rajeshwari,ஏ.வி.எம் ராஜேஸ்வரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215474364,Valluvar Statue,வள்ளுவர் சிலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215478754,Woodlands,உட்லண்ட்ஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216992157,Valluvar Statue,வள்ளுவர் சிலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_14125845268,Kodambakkam Powerhouse,கோடம்பாக்கம் பவர்ஹவுஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481259002,Kodambakkam,கோடம்பாக்கம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311775881,Nungambakkam,நுங்கம்பாக்கம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215500283,Chetpet,சேத்துப்பட்டு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_6285857249,ஏ ஜி டி.எம்.எஸ்,ஏ ஜி டி.எம்.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_378688565,Woodlands,உட்லண்ட்ஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_378688568,Woodlands,உட்லண்ட்ஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216991543,Income Tax Offrice,வருமான வரி அலுவலகம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215497034,Gemini,ஜெமினி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216995418,Gemini,ஜெமினி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_301736912,Music Academy,மியூசிக் அகாடமி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1311558793,Music Academy,மியூசிக் அகாடமி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_14023780633,Royapettah Metro,ராயப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215503639,Sterling Road,ஸ்டெர்லிங் ரோடு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216993078,Sterling,ஸ்டெர்லிங்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216985475,Chetpet,சேத்துப்பட்டு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216990971,College Road,கல்லூரி சாலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1001424410,DPI,டிபிஐ,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_309185820,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_309185827,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1001424417,Ethiraj College,எத்திராஜ் கல்லூரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1001424418,Ethiraj College,எத்திராஜ் கல்லூரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014614,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014616,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014617,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014620,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014623,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337407346,ஆயிரம் விளக்கு,ஆயிரம் விளக்கு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481989471,L.I.C,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481989472,L.I.C,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481989473,L.I.C,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482014618,TVS,டி.வி.எஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482072875,LIC,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482072877,LIC,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337407350,எல் ஐ சி,எல் ஐ சி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482072878,L.I.C,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2482072879,LIC,எல்.ஐ.சி.,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311755232,Light House,கலங்கரை விளக்கம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_357233537,Kannagi Statue,கண்ணகி சிலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_357233543,Kannagi Statue,கண்ணகி சிலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2486239287,Chepauk,சேப்பாக்கம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337407354,அரசினர் தோட்டம்,அரசினர் தோட்டம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5329907482,Pachaiyappa's College,பச்சையப்பன் கல்லூரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_248467412,Chennai Chetpet,சேத்துப்பட்டு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5329907487,Kilpauk,கீழ்பாக்கம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216986967,Millers Road,மில்லர்ஸ் சாலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5329907490,Nehru Park,நேரு பூங்கா,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5275790188,Chennai Egmore,சென்னை எழும்பூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5329907499,Egmore,எழும்பூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215513362,Millers Road,மில்லர்ஸ் சாலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216986939,R.K. Road,ஆர்.கே சாலை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215523791,Otteri,ஓட்டேரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216985354,Otteri,ஓட்டேரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216986182,Saravana Theatre,சரவணா திரையரங்கு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216970916,Binny Mills,பின்னி மில்ஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5631301103,Binny Mills,பின்னி மில்ஸ்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215525982,Perambur Railway Station,பெரம்பூர் ரயில் நிலையம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5276205560,Perambur,பெரம்பூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3215524962,Mettupalayam,மேட்டுப்பாளையம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_3216970886,Mettupalayam,மேட்டுப்பாளையம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5287023932,Vyasarpadi Jeeva,வியாசர்பாடி ஜீவா,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_966556116,Chintadripet,சிந்தாதிரிப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2241832803,Chintadripet,சிந்தாதிரிப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311755231,Chintadaripet,சிந்தாதிரிப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_303284248,Ripon Building,ரிப்பன் கட்டிடம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_966544114,Ripon Building,ரிப்பன் கட்டிடம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481258999,Chennai Park,சென்னை பூங்கா,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_6285857253,Central Metro,சென்னை மத்திய ரயில் நிலையம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481258995,Chennai Park Town,பூங்கா நகர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2481969291,Puratchi Thalaivar Dr. M. G. Ramachandran Central,சென்னை - புரட்சி தலைவர் டா. எம். ஜி. ராமச்சந்திரன் சென்ட்ரல்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_10798124380,Payaigada,பயைகட,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337658083,High Court,உயர்நீதிமன்றம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337658088,Mannadi,மண்ணடி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_10893145245,Moolakkothanam,மோலக்கொதனம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5337658099,Washermanpet,வண்ணாரப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_6460934200,Washermanpet,வண்ணாரப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5274761658,Korukkupet,கொருக்குப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430632406,Sir Theagaraya College,தியாகராயா கல்லூரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732458,Tondiarpet,தண்டையார்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430632416,Tondiarpet,தொண்டையார்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430636817,புது வண்ணாரப்பேட்டை,புது வண்ணாரப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430636716,சுங்கச்சாவடி,சுங்கச்சாவடி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430636715,Kaladipet,காலடிபேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732459,Tiruvottiyur,திருவொற்றியூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_9580013601,Thiruvottiyur Theradi,திருவொற்றியூர் தேரடி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430636714,Thiruvottriyur,திருவொற்றியூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_8430636713,Wimco Nagar,விம்கோ நகர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_9857416360,Wimco Nagar Depot,விம்கோ நகர் டிப்போ,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5274094702,Ennore,எண்ணூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732624,Ponneri,பொன்னேரி,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732618,Attipattu Pudunagar,அத்திப்பட்டு புதுநகர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732620,Attippattu,அத்திப்பட்டு,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_2605993507,Minjur,மீஞ்சூர்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_5311732625,Kavaraippettai,கவரைப்பேட்டை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_251882888,MTC Bus Terminus,நந்திவரம்-கூடுவாஞ்சேரி மா.போ.க பேருந்து நிலையம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1173910097,Tambaram,தாம்பரம்,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_1052950343,Keelkattalai Bus Stand,கீழ்க்கட்டளை,official_tamil,ta,OSM_OVERPASS,False
OSM_BUS_31956728,Chennai Mofussil Bus Terminus,சென்னை புறநகர் பேருந்து நிலையம்,official_tamil,ta,OSM_OVERPASS,False
GTFS_STOP_10919,Ayanavaram Bus Terminus,Ayanavaram  Bus Terminus,source_spelling,en,CHENNAI_COMMUNITY_GTFS,False
